Vs0,Vus0,regime_A,spike_count_A,mean_spikes_per_burst_A,duty_cycle_A,interburst_freq_A,intraburst_freq_A,regime_B,spike_count_B,mean_spikes_per_burst_B,duty_cycle_B,interburst_freq_B,intraburst_freq_B,regime_C,spike_count_C,mean_spikes_per_burst_C,duty_cycle_C,interburst_freq_C,intraburst_freq_C,regime_D,spike_count_D,mean_spikes_per_burst_D,duty_cycle_D,interburst_freq_D,intraburst_freq_D
-51.58121296171791,-47.43205843320219,tonic_spiking,226,,,,,tonic_spiking,202,,,,,tonic_spiking,227,,,,,tonic_spiking,203,98.0,,,14.203314383405822
-51.58121296171791,-47.42713053071329,bursting,206,34.0,0.9465990747120779,0.32811628441119534,14.572041789017058,bursting,206,22.5,0.9066604127579737,0.5518154729058601,14.918365096954485,bursting,206,22.5,0.9066604127579737,0.5518154729058601,14.918365096954485,bursting,206,34.0,0.9465990747120779,0.32811628441119534,14.572041789017058
-51.58121296171791,-46.13834572376623,tonic_spiking,238,,,,,tonic_spiking,215,,,,,tonic_spiking,239,,,,,tonic_spiking,215,12.0,,,14.754796582656779
-50.08400578752144,-56.986189524310795,bursting,93,10.0,0.19531025773491775,0.5740198610871937,26.820709056860764,bursting,90,10.0,0.2126274951504914,0.6257430698955009,26.734767258578632,bursting,94,10.0,0.2048501096758468,0.6093102607847914,26.84089848957079,bursting,90,11.0,0.21732958578201725,0.5678108054396275,26.36050356631265
-50.08400578752144,-56.468320806992836,bursting,96,10.0,0.21153428314244047,0.6207902660086287,26.706916195769807,bursting,102,10.5,0.2442807652694985,0.6242002434380949,26.466571101022243,bursting,98,11.0,0.2164510631164262,0.5587996982481629,26.41535127112514,bursting,95,11.0,0.2312525571336725,0.5844876965339879,26.26637482751924
-50.08400578752144,-52.259614737128516,bursting,141,12.0,0.31484023488141527,0.7626019980172349,26.85468904545211,bursting,128,11.0,0.27667441771814105,0.7623985056989288,27.753205539055898,bursting,135,13.0,0.30757870712223956,0.6712760958582267,26.664390914633653,bursting,129,12.5,0.30497932520240445,0.6949511796796274,27.511934981016758
-50.08400578752144,-51.65664037268168,bursting,139,13.0,0.3425880946152987,0.7473562273457641,26.405981485067468,bursting,132,11.5,0.2852934837272793,0.7184424168402904,27.97785404430929,bursting,145,12.5,0.32596750137373415,0.7849909726038151,26.536459541698832,bursting,136,12.0,0.3099748357332587,0.6990074094785405,27.60289344498792
-50.08400578752144,-50.082495922771,bursting,161,13.5,0.35754709667416107,0.7752538956508257,26.334523656427322,bursting,143,12.5,0.3283900685316258,0.7489795154102538,27.634553953120243,bursting,160,13.0,0.36224674022066194,0.8024072216649951,26.712792214964043,bursting,141,11.5,0.29949354556186,0.7615856212634707,28.100012567485383
-50.08400578752144,-49.568951420289366,bursting,156,15.0,0.3807912071914694,0.7278815008916548,26.54413544700953,bursting,148,14.0,0.3392556943666152,0.6592609684543628,27.685963442227894,bursting,165,14.0,0.3726027397260273,0.7717538105344398,26.775214828842213,bursting,145,13.0,0.31715508968775374,0.7381708127260647,27.71962834799645
-50.08400578752144,-47.95548193576947,bursting,178,14.5,0.4129471109752367,0.7642922653622743,26.578370976551927,bursting,150,14.0,0.34716712820896617,0.7484469725319958,27.82592057253417,bursting,172,16.5,0.40204411714098887,0.6882549296259335,26.240007945886198,bursting,154,14.0,0.31909911918831524,0.7433009997398445,28.07921914084849
-50.08400578752144,-47.43205843320219,bursting,180,16.5,0.4415759385354841,0.72825255798711,26.261873859117134,bursting,158,14.5,0.351119299221357,0.6952169076751948,27.994453062727725,bursting,175,16.5,0.4216456740948078,0.7176947644166937,26.08177084627758,bursting,160,14.0,0.3664853267948816,0.7662248103593595,27.887450113377902
-50.08400578752144,-47.42713053071329,bursting,184,15.0,0.421381178595265,0.7852067056652663,26.59790210974714,bursting,156,13.0,0.3326842945597567,0.7788465282916,28.256403739080554,bursting,175,16.0,0.44165362446081635,0.7634461961293275,26.29581943861766,bursting,159,13.0,0.3330372658814443,0.7723498744931454,27.918008914438435
-50.08400578752144,-46.13834572376623,bursting,186,17.5,0.4523578570362633,0.7461572899567227,26.3552116197184,bursting,162,14.5,0.33782283726781626,0.7400281210686005,28.129831480593115,bursting,187,17.5,0.4699282357655461,0.7285709081636368,26.69504888598704,bursting,160,14.5,0.327923713566031,0.7196833393306947,28.388041490069536
-49.360797984163575,-56.986189524310795,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-49.360797984163575,-56.468320806992836,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-49.360797984163575,-52.259614737128516,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-49.360797984163575,-51.65664037268168,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-49.360797984163575,-50.082495922771,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-49.360797984163575,-49.568951420289366,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-49.360797984163575,-47.95548193576947,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-49.360797984163575,-47.43205843320219,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-49.360797984163575,-47.42713053071329,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-49.360797984163575,-46.13834572376623,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-48.476414601227845,-56.986189524310795,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-48.476414601227845,-56.468320806992836,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-48.476414601227845,-52.259614737128516,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-48.476414601227845,-51.65664037268168,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-48.476414601227845,-50.082495922771,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-48.476414601227845,-49.568951420289366,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-48.476414601227845,-47.95548193576947,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-48.476414601227845,-47.43205843320219,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-48.476414601227845,-47.42713053071329,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-48.476414601227845,-46.13834572376623,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-46.247744020967716,-56.986189524310795,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-46.247744020967716,-56.468320806992836,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-46.247744020967716,-52.259614737128516,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-46.247744020967716,-51.65664037268168,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-46.247744020967716,-50.082495922771,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-46.247744020967716,-49.568951420289366,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-46.247744020967716,-47.95548193576947,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-46.247744020967716,-47.43205843320219,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-46.247744020967716,-47.42713053071329,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-46.247744020967716,-46.13834572376623,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-45.29717641804393,-56.986189524310795,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-45.29717641804393,-56.468320806992836,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-45.29717641804393,-52.259614737128516,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-45.29717641804393,-51.65664037268168,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-45.29717641804393,-50.082495922771,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-45.29717641804393,-49.568951420289366,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-45.29717641804393,-47.95548193576947,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-45.29717641804393,-47.43205843320219,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-45.29717641804393,-47.42713053071329,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
-45.29717641804393,-46.13834572376623,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,,quiescent,0,,,,
