g_s,tau_s,regime_A,spike_count_A,mean_spikes_per_burst_A,duty_cycle_A,interburst_freq_A,intraburst_freq_A,regime_B,spike_count_B,mean_spikes_per_burst_B,duty_cycle_B,interburst_freq_B,intraburst_freq_B,regime_C,spike_count_C,mean_spikes_per_burst_C,duty_cycle_C,interburst_freq_C,intraburst_freq_C,regime_D,spike_count_D,mean_spikes_per_burst_D,duty_cycle_D,interburst_freq_D,intraburst_freq_D
0.46046930607975584,4.3011261122975615,bursting,146,11.0,0.3283278518262074,0.8655011251514625,26.403880442449612,bursting,132,10.5,0.306617464134671,0.8292561572269673,27.151316357232094,bursting,144,11.5,0.31127660440320687,0.8139014365360357,26.042422206506508,bursting,137,11.0,0.31439261077984326,0.7794536030242801,27.29478184543325
0.46046930607975584,4.482433738948142,bursting,141,12.0,0.33340917709518386,0.7584376185058778,25.530313111664814,bursting,136,11.5,0.3077886908370721,0.8083747625399138,26.295453052959353,bursting,141,12.5,0.32951311145687096,0.7589844787674094,25.397001849330245,bursting,136,11.5,0.29496119450025604,0.7879289288106213,26.558347059997534
0.46046930607975584,4.553641861411549,bursting,146,11.5,0.3480353479564462,0.789016884961338,25.16875132300485,bursting,135,11.0,0.30869273036328415,0.7906075819267107,25.817947343558,bursting,147,12.0,0.3709618432280872,0.8127107968629365,24.735611251656554,bursting,135,11.5,0.3038273743896678,0.7875255945818239,25.885201848870867
0.46046930607975584,4.683908058793479,bursting,142,11.5,0.36686652448593593,0.804796587662468,24.604391157158403,bursting,135,11.5,0.35401393296130135,0.7294744136849398,25.30057287299675,bursting,146,13.0,0.3655718645545704,0.7266385699752941,23.981813011439026,bursting,131,11.0,0.29889719863100517,0.845058520302531,25.390641239787904
0.463703278773988,3.439696674471734,bursting,135,10.0,0.2691200754895023,0.9436187780136823,31.709322029806092,bursting,137,9.5,0.2507922136713447,0.9053870529651428,32.92574258836808,bursting,138,10.5,0.2648589316204567,0.8130742336775346,31.95695901130623,bursting,133,11.0,0.2693223819301848,0.8213552361396302,31.378244729430428
0.463703278773988,3.723602042756061,bursting,137,10.5,0.2971896245615552,0.8660633092279048,29.896004292671506,bursting,137,10.5,0.27331520843631557,0.8238589553468443,30.65231206956536,bursting,139,10.0,0.26910047249710256,0.8915039671926539,30.228149503578695,bursting,130,10.0,0.27938583286740354,0.8601780568577696,31.00965609106233
0.463703278773988,3.8746248888475594,bursting,143,10.0,0.29870848708487097,0.9225092250922505,28.338291031725873,bursting,132,9.0,0.24786006698920723,0.9304056568663935,30.281734794933712,bursting,140,10.0,0.29739862988335497,0.925754489909276,28.618159384135588,bursting,137,10.0,0.282473104776257,0.8372054083469379,29.91391186216484
0.463703278773988,3.8845354842856117,bursting,138,10.5,0.31361967532180307,0.8846817357455652,28.724195202771327,bursting,135,10.0,0.2794638856072024,0.814763514889803,29.726816613756043,bursting,143,10.5,0.3039781224629318,0.8545912917147374,28.569204583342138,bursting,135,11.0,0.28365384615384615,0.8289124668435013,29.41218627059582
0.463703278773988,4.1981548116789895,bursting,145,11.0,0.31626480361250736,0.8520064752492118,27.19701367343963,bursting,135,10.5,0.2731538756878975,0.8532059212490931,27.80291959632434,bursting,138,12.0,0.3212750996171576,0.7813110399249941,26.836168620585372,bursting,137,12.0,0.2999136669043956,0.7507225704740812,27.663125404251126
0.463703278773988,4.258846628457771,bursting,144,11.5,0.3121008939974458,0.798212005108557,26.341009744464372,bursting,134,10.5,0.2816413189479614,0.8665886736860345,27.760340251234748,bursting,138,12.0,0.3243243243243242,0.772200772200772,26.625700882953996,bursting,139,11.5,0.3154731904004962,0.7754041794285271,27.374825409618595
0.463703278773988,4.3011261122975615,bursting,139,12.0,0.30508659981768477,0.7292616226071104,26.47871093952887,bursting,135,12.0,0.28769449490561577,0.789827027880894,27.047898906400068,bursting,146,11.5,0.31229029451969675,0.8284660950250613,26.45549774906223,bursting,134,10.5,0.2791537667698657,0.8599931200550397,27.551181269754814
0.463703278773988,4.482433738948142,bursting,143,11.5,0.35759454938599006,0.8159601811431604,25.60371916692357,bursting,135,11.0,0.3208838628078266,0.7439922624804701,26.285182765427532,bursting,144,12.5,0.3757949281620472,0.7851142341210644,25.418776870356776,bursting,132,12.0,0.30181248241771486,0.8037616043081621,26.294486228041624
0.463703278773988,4.553641861411549,bursting,145,12.5,0.3603056866711622,0.7492320371619091,25.11980855789317,bursting,131,12.5,0.3312319504120589,0.7043741635556807,25.748859373573737,bursting,142,12.0,0.3548451389165704,0.7972256547215689,25.09794764499496,bursting,134,11.5,0.30994822485207085,0.739644970414201,26.40900407673528
0.463703278773988,4.683908058793479,bursting,145,13.0,0.3689784511289252,0.7354563506655879,24.105313747332403,bursting,136,12.5,0.34393559928443623,0.7155635062611805,25.26361173181873,bursting,146,12.0,0.3540922503494335,0.776518092871564,24.63960378645464,bursting,130,12.0,0.32686252119450493,0.6920654693934045,25.563424432334124
0.47106323430721103,3.439696674471734,bursting,134,9.5,0.26437429537767754,0.939496429913566,32.201872336502156,bursting,133,10.0,0.2618602137125276,0.8315662550413702,32.42450573001447,bursting,137,10.0,0.2617366587199706,0.9169264624977075,32.02231276170496,bursting,135,10.0,0.26550363447559705,0.8307372793354103,32.346554317182004
0.47106323430721103,3.723602042756061,bursting,140,12.0,0.31881956419501495,0.7838219156607618,29.992404401972955,bursting,134,12.0,0.22736871256966787,0.692352961539793,30.45020449204542,bursting,136,10.5,0.25948112394414746,0.8619203585588687,30.015629635185537,bursting,131,10.5,0.30017558903997715,0.8166932091959656,30.44545968787527
0.47106323430721103,3.8746248888475594,bursting,137,10.5,0.28111056023797726,0.9014287645918777,28.632172966272247,bursting,130,10.0,0.26150100008696403,0.869640838333768,30.03319210794395,bursting,140,10.5,0.2816076294277929,0.9082652134423251,29.069058078814738,bursting,134,11.0,0.3091942844318097,0.7481110196753198,29.89859510328161
0.47106323430721103,3.8845354842856117,bursting,138,11.0,0.30272210589291054,0.8546643305841629,28.7144982999486,bursting,131,10.5,0.2937725285681416,0.7669299792928905,29.674707320698538,bursting,140,11.5,0.29514076359429253,0.7713073659853449,29.23787924438747,bursting,135,12.0,0.29170557111733564,0.778089013383131,29.265879065234852
0.47106323430721103,4.1981548116789895,bursting,140,12.0,0.32515073212747647,0.7830240388379921,26.96632260584581,bursting,132,11.5,0.29867034153972233,0.7449067004357702,27.77217887849494,bursting,137,11.5,0.32897586013312985,0.8019889325527307,27.15707989011238,bursting,137,11.0,0.28570858601978943,0.797957229492499,28.15117961973247
0.47106323430721103,4.258846628457771,bursting,137,12.0,0.3105562200956937,0.7476076555023923,26.791587103897246,bursting,134,11.5,0.28169014084507044,0.7824726134585293,27.69573683686018,bursting,140,12.0,0.3310272282234898,0.8091596876643602,26.820223423778348,bursting,130,11.5,0.2814253757701816,0.7848985518621717,27.824196361316268
0.47106323430721103,4.3011261122975615,bursting,143,12.5,0.3538825650850893,0.7513430256583643,26.20549521358389,bursting,132,12.5,0.3105309269318381,0.7008936393902226,27.21106336637442,bursting,139,11.5,0.30387260520713955,0.8187326019322092,26.824032110140024,bursting,132,11.0,0.3030776858243393,0.7627474161931276,27.840105311495687
0.47106323430721103,4.482433738948142,bursting,146,12.5,0.367225950782998,0.7457121551081284,24.93526148095878,bursting,132,11.5,0.284723012171539,0.7583513441777576,26.693474832291983,bursting,142,12.5,0.32002206287920576,0.735429306857878,25.28392163156938,bursting,131,12.0,0.3341152694070518,0.721787144970948,26.32160952784501
0.47106323430721103,4.553641861411549,bursting,145,12.5,0.3631358154168849,0.7491197842535022,25.17210790410571,bursting,130,11.5,0.3110213292567518,0.7279609812914029,26.22154344610515,bursting,142,13.0,0.30960340641165507,0.7038040609494316,25.049342522887162,bursting,134,11.5,0.29030164184803364,0.7636502481863308,26.408111123658678
0.47106323430721103,4.683908058793479,bursting,139,13.5,0.3725258287821335,0.6957247712804815,24.50070940984697,bursting,133,13.0,0.3260552140989509,0.6791402084960441,25.08110373577736,bursting,145,12.5,0.3346946216955331,0.7292616226071104,24.385291892132727,bursting,133,12.0,0.3214428857715433,0.7287301876480233,25.181422409259838
0.472854191023637,3.439696674471734,bursting,136,10.0,0.2637507981391956,0.9121590805436466,31.589927359344017,bursting,129,9.0,0.20452301007307927,0.9875567845151096,33.47682805744232,bursting,137,10.5,0.2447508748541911,0.833194467588735,31.317273603411596,bursting,135,10.0,0.22717602004633358,0.9455817691834901,32.5877740765373
0.472854191023637,3.723602042756061,bursting,136,10.5,0.28714322669655923,0.8622919720617401,29.622153668801754,bursting,130,10.5,0.266117858016138,0.8150623522699486,30.84729722331585,bursting,139,11.0,0.2847821511260787,0.8419280151547044,29.792358287409957,bursting,134,11.5,0.2816255778120187,0.7704160246533127,30.54172095454951
0.472854191023637,3.8746248888475594,bursting,137,11.5,0.2559539290358537,0.7430800668772058,29.311800144264506,bursting,137,11.5,0.2728339605843555,0.8093561571769657,29.431985085274157,bursting,141,11.0,0.2953816278284364,0.844309354947653,28.976188287823298,bursting,132,10.5,0.2702208867955173,0.8120838070488873,30.216457679313322
0.472854191023637,3.8845354842856117,bursting,136,11.0,0.2944270989264789,0.8553954065266667,28.954708255914092,bursting,137,10.5,0.27001405904800163,0.8033741715203855,29.940543478697702,bursting,139,11.0,0.2977885104219627,0.8473140145738013,28.862612752630092,bursting,130,10.0,0.3004803906126949,0.7875255945818237,29.678268982819247
0.472854191023637,4.1981548116789895,bursting,140,12.5,0.2889673433362751,0.7060900264783759,27.075717790098132,bursting,132,13.0,0.31588492585612177,0.7112122612993848,27.21963067970942,bursting,138,11.5,0.30738698086404304,0.8356313194618535,27.108667598500013,bursting,134,12.0,0.34216011207161656,0.6833635152219222,27.48764743616765
0.472854191023637,4.258846628457771,bursting,141,12.0,0.3356318152661959,0.8017960230917253,26.672779933770162,bursting,131,11.0,0.30483202604706244,0.7399733609590058,27.616325255841435,bursting,137,11.5,0.3135335808302397,0.8437394532568346,26.757244416601548,bursting,134,12.5,0.3366718292892788,0.6883496816382721,27.25553177019356
0.472854191023637,4.3011261122975615,bursting,140,12.0,0.30870478929321976,0.7373815580872323,26.740300211387133,bursting,128,11.0,0.27081875437368796,0.8232824270365945,27.506097979775006,bursting,140,13.0,0.2813493524313109,0.6693216425153107,26.412541609585094,bursting,136,11.5,0.27889582851414907,0.7710694733595498,27.602451355445343
0.472854191023637,4.482433738948142,bursting,145,13.0,0.34710292619012967,0.7279079924297568,25.314929258390197,bursting,131,11.5,0.2874201079260592,0.7654330437444983,26.71419648684296,bursting,145,13.0,0.36862730735423355,0.7324934075593321,24.88782920336351,bursting,133,12.0,0.2972209306484495,0.7153331664222612,26.549344652942693
0.472854191023637,4.553641861411549,bursting,136,13.0,0.35541797907389283,0.7240867455921222,24.917150760060782,bursting,136,12.5,0.3153924566768601,0.6795786612300373,26.11410311886755,bursting,145,12.5,0.3549527451121853,0.7214486689272059,24.94848194243765,bursting,130,12.0,0.32763354533764283,0.6950960970354151,26.043569636448446
0.472854191023637,4.683908058793479,bursting,142,13.5,0.3453527911589686,0.7084159818645507,24.581442896069966,bursting,129,12.5,0.3132341710004727,0.7273520747717931,25.414790762695386,bursting,141,13.5,0.3481301841698297,0.7029382820188385,24.41764097376997,bursting,134,12.0,0.3018948568172104,0.7123521869212138,25.883296076688442
0.4884334256847196,3.439696674471734,bursting,134,10.5,0.2289733239002869,0.8323276041449915,32.66091431105724,bursting,129,10.0,0.23017277707543182,0.8428150021070374,33.43401708562266,bursting,127,11.0,0.2276262419528897,0.7442414319205146,32.840003332268985,bursting,130,11.5,0.2576607361735318,0.7428592653121865,32.69083198881844
0.4884334256847196,3.723602042756061,bursting,133,12.0,0.2597270615563297,0.7259001161440187,30.737713077845605,bursting,132,12.5,0.24775923883066742,0.6894649751792609,30.572766985453974,bursting,132,11.5,0.2502000228597553,0.7619918466872403,30.49678920264324,bursting,128,10.0,0.23399296753618457,0.8177283506419167,31.736262919622543
0.4884334256847196,3.8746248888475594,bursting,135,11.5,0.2688996220075598,0.6999860002799942,29.52805806006377,bursting,126,12.0,0.2505335365853658,0.7621951219512193,29.791940212546695,bursting,137,12.0,0.28120051278184144,0.75409094336777,29.431755294281114,bursting,131,12.5,0.28464406302757456,0.7034327518289252,29.929572768655277
0.4884334256847196,3.8845354842856117,bursting,128,12.0,0.2910182388253737,0.7647306236378235,28.961865705313013,bursting,134,11.5,0.2682085542081185,0.726163677292862,30.129165441796175,bursting,137,11.5,0.27293364141229887,0.8107341197454292,29.2966856563172,bursting,129,12.5,0.2760438056125941,0.6844626967830253,30.043541339724115
0.4884334256847196,4.1981548116789895,bursting,132,12.5,0.28909077747212975,0.7239032865209207,27.549754821312415,bursting,133,12.0,0.2862571935285386,0.7238770856708528,28.02956023327831,bursting,136,13.0,0.28989609697615526,0.666045024643666,27.7779231881651,bursting,130,14.0,0.29991722908442625,0.6366993505666624,27.671235164123082
0.4884334256847196,4.258846628457771,bursting,133,13.0,0.2889608266300441,0.6539794650447973,27.32838598288444,bursting,128,13.0,0.2742504101364793,0.6981046458864185,27.625636856745583,bursting,138,12.5,0.2858794269100079,0.7005990121553928,27.08656709431847,bursting,130,12.0,0.2809864417636382,0.7117184441834811,28.07597975317967
0.4884334256847196,4.3011261122975615,bursting,135,12.5,0.2954602547999281,0.7177462766911896,26.96102391597279,bursting,126,11.5,0.26564371257485014,0.7485029940119762,28.057571759769424,bursting,138,14.0,0.3024153121677048,0.6076257025672187,26.72464003662352,bursting,133,13.0,0.2860317574106599,0.7168715724577941,27.249869568650023
0.4884334256847196,4.482433738948142,bursting,132,14.0,0.32116674950298213,0.621272365805169,25.57400053092736,bursting,133,13.5,0.2958723894096366,0.6577865482650879,26.597615399703447,bursting,139,13.0,0.32009561208809983,0.6829434864264983,25.830786937036237,bursting,128,14.0,0.3239038610268309,0.5949193884228687,26.407795849744996
0.4884334256847196,4.553641861411549,bursting,132,14.5,0.2963142303748431,0.5696707303178762,25.55392876726364,bursting,133,14.0,0.2991684330670144,0.6522093592043045,25.97316157273819,bursting,142,13.5,0.30883553813490083,0.653274538624857,25.662271504060094,bursting,129,12.0,0.2911490409994723,0.703853598451522,26.653604541064098
0.4884334256847196,4.683908058793479,bursting,136,14.0,0.3396936656282448,0.6490134994807892,24.982846472547116,bursting,132,13.5,0.3250533852531087,0.6280618012812462,25.58722045999859,bursting,135,15.0,0.3341743186552056,0.5867339454924165,24.816342639785915,bursting,129,14.5,0.31357321865041304,0.6187927353732866,25.540463057715296
0.5071724431222383,3.439696674471734,bursting,125,11.5,0.20837642192347486,0.6894174422612891,33.27960046158904,bursting,120,12.0,0.22578330542932312,0.6833635152219222,33.53452583498404,bursting,124,12.0,0.24089024656338676,0.7273256236817224,33.09425915044752,bursting,124,12.0,0.22386594448205818,0.6770480704129994,33.56524918098202
0.5071724431222383,3.723602042756061,bursting,130,12.0,0.2501758087201125,0.7032348804500702,31.159283598616266,bursting,125,11.0,0.20717532225616558,0.7451009611802397,32.065769109240804,bursting,122,13.0,0.2345787857598879,0.6080321040950961,31.346606801039226,bursting,122,13.5,0.23588468269319351,0.6140431672346564,30.986114053954804
0.5071724431222383,3.8746248888475594,bursting,131,13.0,0.2700029573160713,0.6571813491933098,29.67808453111984,bursting,125,12.0,0.2473235594953973,0.6818956699624956,30.6497317325798,bursting,123,13.5,0.23695852260918665,0.5938065971912948,30.09309825306603,bursting,123,14.0,0.25205779082484325,0.5756058251309503,30.083232801394807
0.5071724431222383,3.8845354842856117,bursting,123,13.0,0.2728328687110046,0.6637461834594452,29.475127247552262,bursting,128,12.0,0.24606851770435245,0.6763840508640806,30.59281203279804,bursting,127,14.0,0.2548453250917075,0.5776840645850783,29.70169367503647,bursting,123,13.5,0.2697555168940573,0.610444708970485,30.033407415575894
0.5071724431222383,4.1981548116789895,bursting,133,14.0,0.2835363156497894,0.5897791277166702,27.609715836243733,bursting,125,14.0,0.2807388820026001,0.604649756628473,28.201110180094936,bursting,129,14.0,0.3029893864221569,0.6280223575959303,27.422720363391075,bursting,121,12.0,0.2543292926601838,0.6660450246436658,28.942624147574875
0.5071724431222383,4.258846628457771,bursting,121,14.5,0.2621505782138718,0.5391271531390679,27.288176740439305,bursting,128,14.0,0.2678560171468194,0.6303977809998108,27.752096157412588,bursting,131,13.0,0.2832821300563235,0.640040962621608,27.542786868264994,bursting,122,12.5,0.2525974238799123,0.6555012946150567,28.512147776700907
0.5071724431222383,4.3011261122975615,bursting,132,14.0,0.30704962481871456,0.6305567816381866,26.98586417286733,bursting,123,14.0,0.2949636165702172,0.5729673981550448,27.719818921138295,bursting,126,14.5,0.29761231187054416,0.5658028742786012,27.14809079074151,bursting,130,14.5,0.28352317242210573,0.602663773880552,27.461570217783393
0.5071724431222383,4.482433738948142,bursting,126,15.5,0.323009838998211,0.5590339892665473,26.266095359116978,bursting,128,15.5,0.27496175685135715,0.518551168036506,26.63189593822693,bursting,135,14.5,0.27587935500041794,0.5569944579051438,26.49066855953415,bursting,124,12.5,0.2876249960569068,0.6308949244503327,27.006181756801677
0.5071724431222383,4.553641861411549,bursting,132,14.5,0.301561191530087,0.5981576743629623,25.982539200783364,bursting,125,13.5,0.28464861840673883,0.6216392627358345,26.557688852145205,bursting,127,15.0,0.30244053135619403,0.5616873086752604,26.085745151840943,bursting,127,15.0,0.28659019567577076,0.5867339454924165,26.250879294351954
0.5071724431222383,4.683908058793479,bursting,129,15.5,0.319378087294518,0.5398547790644316,25.630086873238003,bursting,122,16.0,0.31087704661591425,0.5214308061320261,25.51780118300038,bursting,128,16.0,0.32400283734380964,0.5456430403230207,25.304347226532517,bursting,128,16.5,0.2885266518332205,0.48369933249492103,25.5071993553125
0.5208849659316199,3.439696674471734,bursting,120,13.0,0.20632824164465388,0.5742506029631332,33.787525961722594,bursting,115,13.5,0.20282522809311304,0.5684563567632095,33.63033948640802,bursting,121,12.5,0.19082766869912762,0.5834816349155411,33.89872397109506,bursting,115,13.0,0.2189700230591856,0.614911606456572,33.7991197644832
0.5208849659316199,3.723602042756061,bursting,119,14.0,0.24362816451180183,0.5708251277221222,30.927020031252855,bursting,123,14.0,0.24610248221802855,0.5806357961968353,31.086575892872418,bursting,124,13.5,0.24597948956997986,0.582682671017364,30.839369962881896,bursting,118,14.0,0.23518492476444938,0.5625087891998312,31.424222128410143
0.5208849659316199,3.8746248888475594,bursting,119,14.5,0.2608252674477839,0.5660270560932812,30.381101037480782,bursting,114,15.0,0.2342465086857087,0.48659432631015537,30.21334219627686,bursting,116,14.0,0.258795841153514,0.5958232788155033,30.039302453082946,bursting,123,14.0,0.24615473407785773,0.5771506074510142,30.571486578933225
0.5208849659316199,3.8845354842856117,bursting,117,14.5,0.23022383231983465,0.5175313753396298,29.79510817424059,bursting,121,14.0,0.2403763186461435,0.5566843877863444,30.4544479296366,bursting,118,14.0,0.2387408403545849,0.5488926091610176,30.292502969008204,bursting,113,14.0,0.24037437650619295,0.5604438715462646,30.533819205489564
0.5208849659316199,4.1981548116789895,bursting,122,15.0,0.2888708866417119,0.5586904296329404,27.600528399918158,bursting,114,14.0,0.2582721626199889,0.5646527385657822,28.66286512923125,bursting,123,15.0,0.2827165421679878,0.5702229571762562,28.026831775399476,bursting,119,15.0,0.2690134371535945,0.5407305269418984,28.345736202281092
0.5208849659316199,4.258846628457771,bursting,125,15.5,0.2741570800308095,0.49693144830670616,27.802729738497774,bursting,117,15.5,0.24843413462728703,0.4951352957195553,28.088524482757812,bursting,123,14.5,0.289899443851469,0.5617661929105107,27.743628621044543,bursting,114,15.0,0.2704719319038897,0.5387350501023596,28.088463096761412
0.5208849659316199,4.3011261122975615,bursting,123,15.0,0.28771128623541514,0.5569324162512881,27.41914718839451,bursting,115,13.5,0.24734096803333636,0.5828015269400004,28.34990841263112,bursting,122,15.0,0.26398460458221734,0.5201154656333706,27.834247105742033,bursting,125,15.5,0.2698663714714953,0.5271342347328747,27.47960500211834
0.5208849659316199,4.482433738948142,bursting,122,16.0,0.2909063752458241,0.49787159891464,26.381248770635697,bursting,123,16.0,0.28677066450567273,0.506482982171799,26.7581879698907,bursting,114,16.0,0.2774333163128845,0.48629853867289125,26.646383598612612,bursting,124,16.0,0.2896853680887893,0.5091131249363609,26.680023266134167
0.5208849659316199,4.553641861411549,bursting,120,16.5,0.30359790451714946,0.49421765345458146,26.31515211338146,bursting,111,17.0,0.2762089936922065,0.45217155388754493,26.48056136736775,bursting,116,16.5,0.2630189530685923,0.45126353790613716,26.1861164727937,bursting,125,15.0,0.27948479617580657,0.5311379630859117,26.646738729354542
0.5208849659316199,4.683908058793479,bursting,123,18.0,0.28503174702960965,0.41910270111690856,25.402744872565435,bursting,117,17.5,0.28260431815639325,0.4474773464593355,25.57658541267567,bursting,119,16.0,0.3120121076947587,0.5310392438001167,25.633137592931806,bursting,124,16.5,0.3074921705613106,0.48181161165984093,25.699698599034587
0.5392713221647893,3.439696674471734,bursting,93,15.0,0.1675817569733892,0.4007694773966015,34.14173474222829,bursting,101,15.0,0.17902546969236788,0.4338959517507701,34.34152677927588,bursting,103,14.5,0.17050412834798925,0.4475173972388177,34.2251331601265,bursting,100,15.0,0.19688344955172898,0.4743607988235852,33.94283797702858
0.5392713221647893,3.723602042756061,bursting,103,15.0,0.2154279417166646,0.48977592751316285,31.84596944836783,bursting,105,16.0,0.21507491050514876,0.4419498828832811,31.350962805852753,bursting,97,16.0,0.19256205094709347,0.40822991508817763,31.914566207383324,bursting,94,16.0,0.19045553145336222,0.39439952672056794,31.858528124548737
0.5392713221647893,3.8746248888475594,bursting,97,15.5,0.19544015468627166,0.42496228459724195,30.743896813922827,bursting,107,16.0,0.21518847740256306,0.4411407900831551,30.877896597676052,bursting,96,15.5,0.19190746652294696,0.41457651009493807,30.726392422640668,bursting,108,16.0,0.21542604761391793,0.4308951847463104,30.627603136213324
0.5392713221647893,3.8845354842856117,bursting,96,16.5,0.20827486669606698,0.40091408411177487,30.99741132449871,bursting,97,16.5,0.17377196313300425,0.3451965894576961,30.704629346398278,bursting,99,15.5,0.20613031974528004,0.4484506031660613,30.522120784941748,bursting,109,16.0,0.22856042935754875,0.4529088068117484,30.319432166072247
