peaks,spike_count,mean_isi,cv_isi,n_bursts,mean_spikes_per_burst,interburst_freq,intraburst_freq,duty_cycle,regime
14364,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
15024,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
15701,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
16396,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
17086,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
17774,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
18462,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
19152,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
19846,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
20545,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
21252,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
21968,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
22695,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
23436,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
24195,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
24977,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
25789,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
26646,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
27591,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
65488,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
66144,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
66801,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
67461,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
68124,70,0.11493985507246379,3.2110698205001267,4,17.5,0.4084147065077115,27.80883891593859,0.24662626064218598,bursting
