peaks,spike_count,mean_isi,cv_isi,n_bursts,mean_spikes_per_burst,interburst_freq,intraburst_freq,duty_cycle,regime
14364,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
15024,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
15701,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
16398,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
17127,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
17912,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
18742,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
19624,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
20600,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
39906,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
40564,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
41224,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
41888,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
42557,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
43232,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
43914,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
44605,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
45306,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
46020,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
46748,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
47494,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
48262,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
49059,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
49897,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
50807,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
84078,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
84735,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
85394,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
86056,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
86722,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
87394,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
88072,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
88758,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
89454,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
90161,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
90881,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
91617,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
92373,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
93154,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
93969,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
94835,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
95825,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
128028,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
128685,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
129345,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
130008,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
130676,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
131349,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
132029,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
132718,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
133416,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
134126,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
134850,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
135591,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
136353,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
137141,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
137966,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
138851,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
140023,76,0.11338000000000001,2.8938804184245894,5,15.2,0.5349943417032685,27.333157113006475,0.2568925143176789,bursting
