g_s,tau_s,regime_A,regime_B,spike_count_A,spike_count_B,mean_spikes_per_burst_A,mean_spikes_per_burst_B,duty_cycle_A,duty_cycle_B,interburst_freq_A,interburst_freq_B,intraburst_freq_A,intraburst_freq_B
0.38888888888888884,6.0,bursting,bursting,95,101,19.0,20.2,0.5072753451381392,0.49323176915426703,0.4339806368175873,0.48377748207331084,18.717663991563473,19.082078663107
0.4333333333333333,3.0,bursting,bursting,87,87,7.909090909090909,7.909090909090909,0.2218762107160892,0.22349793273039595,1.2483270811665903,1.1628237333747502,35.241378993381126,35.47262746550941
0.4333333333333333,3.3333333333333335,bursting,bursting,85,89,9.444444444444445,9.88888888888889,0.2467832270449996,0.24830431612755458,1.003921093708888,0.9092853609198661,33.081558259868245,32.97348457912882
0.4333333333333333,3.6666666666666665,bursting,bursting,88,89,9.777777777777779,9.88888888888889,0.27051013140862723,0.27649848510757774,1.0028357795113902,0.9149893220444372,30.26423419343514,30.140705324355558
0.4333333333333333,4.0,bursting,bursting,90,88,11.25,11.0,0.30510486895754463,0.305226102892263,0.8589287264470258,0.768152401151382,27.969662293639082,28.01447955430931
0.4333333333333333,4.333333333333333,bursting,bursting,90,88,11.25,11.0,0.320467757106165,0.32821249254606005,0.8924075040355701,0.8069380163828715,26.22606966625294,26.086794458508642
0.4333333333333333,4.666666666666666,bursting,bursting,92,87,13.142857142857142,10.875,0.3542905821765981,0.34581976841459966,0.7687136061958207,0.8301134035768681,24.332504757560383,24.44923719405603
0.4333333333333333,5.0,bursting,bursting,93,87,15.5,12.428571428571429,0.38955093590944434,0.37413313981683466,0.6071819857786034,0.6831350800564467,22.90210995740141,23.095093582280604
0.4333333333333333,5.333333333333333,bursting,bursting,87,96,17.4,19.2,0.40959378236739036,0.4094120355507807,0.5402817655781005,0.4720328887186924,21.796003157248197,21.45946384183398
0.4333333333333333,5.666666666666666,bursting,bursting,95,88,19.0,17.6,0.42752724238594747,0.43653279124092004,0.4951839838563644,0.43136328048582573,20.656575427236724,20.38853038261074
0.4333333333333333,6.0,bursting,bursting,87,98,21.75,24.5,0.4414505586368496,0.4796278173193314,0.42428593219263955,0.35851092701638637,19.592840594652166,19.13930751996109
0.47777777777777775,3.0,bursting,bursting,82,80,10.25,10.0,0.21007558929823147,0.20587934399441438,0.8607363467174037,0.7759718949093056,36.722195483664365,36.941785920128495
0.47777777777777775,3.3333333333333335,bursting,bursting,84,80,10.5,11.428571428571429,0.23212301968349888,0.22812484648518513,0.8134671531474803,0.7386958989492487,33.642336133991584,33.67230593091449
0.47777777777777775,3.6666666666666665,bursting,bursting,85,82,12.142857142857142,11.714285714285714,0.2551013632893515,0.2540083052346489,0.6853396677059945,0.7695582994357667,30.941294724476293,31.026882753311806
0.47777777777777775,4.0,bursting,bursting,80,88,13.333333333333334,12.571428571428571,0.2800267106255398,0.27358630605234235,0.6450695866720413,0.7192613755028545,28.552827656134458,28.78898381061487
0.47777777777777775,4.333333333333333,bursting,bursting,86,78,14.333333333333334,15.6,0.2966845717832326,0.29605409547866274,0.6086738325080743,0.5327556879547783,27.065460695193032,26.793570856138256
0.47777777777777775,4.666666666666666,bursting,bursting,85,82,17.0,13.666666666666666,0.32483413457411303,0.3159207451060856,0.4915976436885088,0.5631988341927163,24.93483421232442,25.42991407776358
0.47777777777777775,5.0,bursting,bursting,85,85,17.0,17.0,0.3411074937095122,0.34853760667447425,0.4479792288007193,0.5226757144765939,23.713942902120557,23.653562861769437
0.47777777777777775,5.333333333333333,bursting,bursting,89,83,17.8,16.6,0.38284487026378605,0.36714927751596776,0.4869343795626251,0.5832006475152751,22.082810366897125,22.139509828109002
0.47777777777777775,5.666666666666666,bursting,bursting,81,92,20.25,23.0,0.39233975915121017,0.3937238567243598,0.446605994334013,0.3628723683658019,21.078338361261792,20.828501805132102
0.47777777777777775,6.0,bursting,bursting,82,92,27.333333333333332,23.0,0.4522166984085856,0.4092178429916074,0.3093131692821689,0.38429294865636043,19.22651315128563,19.925315951636332
0.5222222222222221,3.0,bursting,bursting,66,74,13.2,12.333333333333334,0.17039006368189327,0.17508878787156518,0.5184963761427697,0.5987200519282093,37.89317573665853,38.08005241880617
0.5222222222222221,3.3333333333333335,bursting,bursting,68,74,11.333333333333334,12.333333333333334,0.18952163834841596,0.191738736923184,0.6868422369434459,0.6072679855809774,34.23072624664649,34.13864318872123
0.5222222222222221,3.6666666666666665,bursting,bursting,70,68,14.0,11.333333333333334,0.2155910763710002,0.20820920677000054,0.522677824259805,0.5830250533039254,31.278500365351096,31.929645390251398
0.5222222222222221,4.0,bursting,bursting,75,66,15.0,16.5,0.22937794804291756,0.22674270135382524,0.5013598841202467,0.41893062894176586,29.683961242422253,29.397878725506352
0.5222222222222221,4.333333333333333,bursting,bursting,70,72,17.5,14.4,0.2451851717350687,0.24790856127944608,0.39439445811081403,0.4690473943519794,27.279805618516058,27.859100913838688
0.5222222222222221,4.666666666666666,bursting,bursting,77,70,19.25,17.5,0.2666916869465018,0.2792230267630818,0.3592545445679772,0.4444471266684309,25.24352310607485,25.52842827754131
0.5222222222222221,5.0,bursting,bursting,73,70,18.25,17.5,0.2860957377536277,0.2845747099933505,0.4228360877535826,0.3417447223011358,24.317153162702898,24.12655733685127
0.5222222222222221,5.333333333333333,bursting,bursting,80,68,20.0,22.666666666666668,0.30994619320087574,0.3106592294556699,0.3895765851910265,0.3076930976056022,22.740802195980592,22.326112931903598
0.5222222222222221,5.666666666666666,bursting,bursting,75,67,25.0,16.75,0.33177015087818706,0.33506709431103143,0.27812136226945505,0.34890708207590654,21.03753511071376,21.417583002753524
0.5222222222222221,6.0,bursting,bursting,75,77,25.0,19.25,0.4068330911088958,0.3556874897613513,0.34733400223699934,0.3860588774971188,19.301147412514915,20.454113029373808
0.5666666666666667,3.0,quiescent,quiescent,0,0,,,,,,,,
0.5666666666666667,3.3333333333333335,quiescent,quiescent,0,0,,,,,,,,
0.5666666666666667,3.6666666666666665,quiescent,quiescent,0,0,,,,,,,,
0.5666666666666667,4.0,quiescent,quiescent,0,0,,,,,,,,
0.5666666666666667,4.333333333333333,quiescent,quiescent,0,0,,,,,,,,
0.5666666666666667,4.666666666666666,quiescent,quiescent,0,0,,,,,,,,
0.5666666666666667,5.0,quiescent,quiescent,0,0,,,,,,,,
0.5666666666666667,5.333333333333333,quiescent,quiescent,0,0,,,,,,,,
0.5666666666666667,5.666666666666666,quiescent,quiescent,0,0,,,,,,,,
0.5666666666666667,6.0,quiescent,quiescent,0,0,,,,,,,,
0.611111111111111,3.0,quiescent,quiescent,0,0,,,,,,,,
0.611111111111111,3.3333333333333335,quiescent,quiescent,0,0,,,,,,,,
0.611111111111111,3.6666666666666665,quiescent,quiescent,0,0,,,,,,,,
0.611111111111111,4.0,quiescent,quiescent,0,0,,,,,,,,
0.611111111111111,4.333333333333333,quiescent,quiescent,0,0,,,,,,,,
0.611111111111111,4.666666666666666,quiescent,quiescent,0,0,,,,,,,,
0.611111111111111,5.0,quiescent,quiescent,0,0,,,,,,,,
0.611111111111111,5.333333333333333,quiescent,quiescent,0,0,,,,,,,,
0.611111111111111,5.666666666666666,quiescent,quiescent,0,0,,,,,,,,
0.611111111111111,6.0,quiescent,quiescent,0,0,,,,,,,,
0.6555555555555554,3.0,quiescent,quiescent,0,0,,,,,,,,
0.6555555555555554,3.3333333333333335,quiescent,quiescent,0,0,,,,,,,,
0.6555555555555554,3.6666666666666665,quiescent,quiescent,0,0,,,,,,,,
0.6555555555555554,4.0,quiescent,quiescent,0,0,,,,,,,,
0.6555555555555554,4.333333333333333,quiescent,quiescent,0,0,,,,,,,,
0.6555555555555554,4.666666666666666,quiescent,quiescent,0,0,,,,,,,,
0.6555555555555554,5.0,quiescent,quiescent,0,0,,,,,,,,
0.6555555555555554,5.333333333333333,quiescent,quiescent,0,0,,,,,,,,
0.6555555555555554,5.666666666666666,quiescent,quiescent,0,0,,,,,,,,
0.6555555555555554,6.0,quiescent,quiescent,0,0,,,,,,,,
0.7,3.0,quiescent,quiescent,0,0,,,,,,,,
0.7,3.3333333333333335,quiescent,quiescent,0,0,,,,,,,,
0.7,3.6666666666666665,quiescent,quiescent,0,0,,,,,,,,
0.7,4.0,quiescent,quiescent,0,0,,,,,,,,
0.7,4.333333333333333,quiescent,quiescent,0,0,,,,,,,,
0.7,4.666666666666666,quiescent,quiescent,0,0,,,,,,,,
0.7,5.0,quiescent,quiescent,0,0,,,,,,,,
0.7,5.333333333333333,quiescent,quiescent,0,0,,,,,,,,
0.7,5.666666666666666,quiescent,quiescent,0,0,,,,,,,,
0.7,6.0,quiescent,quiescent,0,0,,,,,,,,
