delta_Vus,tau_us,regime_A,regime_B,spike_count_A,spike_count_B,mean_spikes_per_burst_A,mean_spikes_per_burst_B,duty_cycle_A,duty_cycle_B,interburst_freq_A,interburst_freq_B,intraburst_freq_A,intraburst_freq_B,V_trace_A,V_trace_B,time
1.5936901249541873,239.75321609472297,bursting,bursting,99,92,22.5,22.0,0.33784847355121983,0.31933384618583266,0.4142330475125305,0.41582635091585746,27.486308366131546,27.628771755927897,[-52.       -52.       -52.       ... -63.032932 -62.9743   -62.91596 ],[-52.       -52.       -52.       ... -55.414303 -55.414227 -55.41415 ],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
1.5936901249541873,242.905360868945,bursting,bursting,101,91,22.0,22.0,0.32613386404106015,0.32716346657174566,0.4189797842254111,0.4187692372118344,27.424645927255266,27.322393460589417,,,
1.5936901249541873,248.52611952212527,bursting,bursting,97,87,21.0,21.0,0.317987752285665,0.32170432424156237,0.43125754700707253,0.43745488746473027,27.499091076015578,27.46986345446901,,,
1.5936901249541873,251.5392757474052,bursting,bursting,97,87,21.0,21.0,0.31377696851644066,0.31106986945610215,0.4234506997522813,0.4217896534997997,27.437256184333524,27.47965832758282,,,
1.5936901249541873,265.75975919329136,bursting,bursting,89,89,19.0,19.0,0.3045242954436013,0.3052866887905605,0.45862092687289313,0.46091445427728617,27.485702752960062,27.459637431068714,,,
1.5936901249541873,267.0527705729015,bursting,bursting,88,86,19.0,19.0,0.2978511648948202,0.2984453144447712,0.4523863379325943,0.45260132612188547,27.600288109812382,27.550385990955,,,
1.5936901249541873,272.0888587176768,bursting,bursting,83,88,18.5,18.5,0.3044831452960155,0.30355691974361304,0.45769732475913677,0.4513857542655954,27.579147072059992,27.47999370404011,,,
1.5936901249541873,276.7664232955933,bursting,bursting,85,88,18.0,18.0,0.29050240238839414,0.28480752545778354,0.46648318328124255,0.4566418557925018,27.58178215902048,27.609668088055475,,,
1.5936901249541873,277.0701222107906,bursting,bursting,84,88,18.0,18.0,0.2910343543431708,0.28718903756840025,0.4655060050274648,0.4598335402584263,27.540839687325644,27.567429554619657,,,
1.5936901249541873,277.35236514704883,bursting,bursting,84,89,18.0,18.0,0.28998295865723567,0.2910395601323331,0.46688610313514023,0.4659615115791436,27.609972070603117,27.512392726967075,,,
1.5936901249541873,277.58123881365174,bursting,bursting,84,90,18.0,18.0,0.29066180594503643,0.29369034745404105,0.4673770798280051,0.4701678499224223,27.588739494936505,27.472273512006808,,,
1.5936901249541873,283.68812673413186,bursting,bursting,83,87,17.5,18.0,0.2693622920517558,0.29276488741570456,0.4621072088724585,0.4571951080123443,27.58802155898886,27.21150919244656,,,
1.5936901249541873,284.15742437309285,bursting,bursting,83,87,18.0,18.0,0.290816444167762,0.2900433883828173,0.46113762652463636,0.4543286158878718,27.311755891621104,27.229563980913117,,,
1.5936901249541873,284.39123643116164,bursting,bursting,84,85,18.0,18.0,0.29156721433040583,0.29012486849929087,0.4634671981090538,0.4573937702968485,27.269380926708642,27.25616722214034,,,
1.5936901249541873,299.72470377120817,bursting,bursting,77,85,16.0,16.0,0.2682561508618575,0.2642896747908683,0.4910867750331482,0.48214845350883523,27.704090193876073,27.68407714977871,,,
1.5936901249541873,318.0425793037399,bursting,bursting,74,80,16.0,15.5,0.26487814094086515,0.26469469279056473,0.47232193463064437,0.47555640098915725,27.154049393945783,27.531372868409502,,,
1.5936901249541873,326.21092135216526,bursting,bursting,72,79,15.0,15.0,0.2536415843048332,0.252460054559626,0.49293865378453655,0.4871395167575995,27.4792568156509,27.401723526585766,,,
1.5969719024791456,222.4276428040119,bursting,bursting,93,109,26.0,26.0,0.34639492619241874,0.3481059899234929,0.3708923670350864,0.37320395596193306,27.251244759367637,27.225317377603737,,,
1.5969719024791456,229.84333871756644,bursting,bursting,97,99,24.0,24.0,0.34299448607380173,0.3430312995007318,0.4039506372321302,0.40101858721151745,27.407111285833746,27.31485059587677,,,
1.5969719024791456,239.4430625760652,bursting,bursting,101,91,22.0,22.0,0.32688793506438335,0.3249868268521446,0.42497131443627545,0.4215407313731689,27.57435324782813,27.538961874232378,,,
1.5969719024791456,239.75321609472297,bursting,bursting,102,91,22.0,22.0,0.324856025894321,0.3281216852645424,0.4203623523477238,0.42428613857185293,27.54172888353847,27.478460555499346,,,
1.5969719024791456,242.905360868945,bursting,bursting,100,91,22.0,22.0,0.3261166005832129,0.3259418864924798,0.41957748547212953,0.4183837834445536,27.415057464280668,27.360449494151112,[-52.       -52.       -52.       ... -52.277275 -52.27179  -52.266323],[-52.       -52.       -52.       ... -55.207043 -55.206886 -55.20673 ],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
1.5969719024791456,248.52611952212527,bursting,bursting,97,87,21.0,21.0,0.3143198957465444,0.31713929170790484,0.42726826037727794,0.4303111149360988,27.543647024371353,27.488111768721154,,,
1.5969719024791456,251.5392757474052,bursting,bursting,96,85,20.5,20.5,0.331715963221447,0.30773481884298237,0.44311509914700337,0.44211596701814887,27.42037172872614,27.408029614776208,,,
1.5969719024791456,265.75975919329136,bursting,bursting,89,86,19.0,19.0,0.2948040313549831,0.2960066518348727,0.44792833146696515,0.4494483022090385,27.648097918271866,27.60708694089816,,,
1.5969719024791456,267.0527705729015,bursting,bursting,88,90,19.0,19.0,0.3047373983366262,0.3057330655468323,0.45949547396958135,0.456454263282819,27.450442463981645,27.325903407606223,,,
1.5969719024791456,272.0888587176768,bursting,bursting,85,89,18.0,18.0,0.2894061070127928,0.28935249790678225,0.46689700252124383,0.4651595497255557,27.704873625406464,27.648793628753143,,,
1.5969719024791456,276.7664232955933,bursting,bursting,84,90,18.0,18.0,0.2875456613136673,0.292170368287883,0.45948491740758607,0.468559647643145,27.55798336079386,27.506319953533275,,,
1.5969719024791456,277.0701222107906,bursting,bursting,84,88,18.0,18.0,0.2926136363636363,0.28424968245327525,0.4695717505634861,0.4536381781890765,27.533354893599547,27.558516038613668,,,
1.5969719024791456,277.35236514704883,bursting,bursting,84,87,18.0,18.0,0.2838993682001688,0.29019745297347804,0.45617316333280117,0.4673443159247575,27.630692458390687,27.560952725942908,,,
1.5969719024791456,277.58123881365174,bursting,bursting,84,88,18.0,18.0,0.2913975716869027,0.290875232774674,0.46969305558817326,0.46554934823091254,27.579022819892224,27.49581227721765,,,
1.5969719024791456,283.68812673413186,bursting,bursting,84,84,18.0,18.0,0.2877631910555137,0.2873811581676752,0.4582216418081427,0.45489696583723793,27.373118692793447,27.308553896506922,,,
1.5969719024791456,284.15742437309285,bursting,bursting,81,89,17.0,17.0,0.27733212729999257,0.28070681572304357,0.4760657922924948,0.48082702247866316,27.73328752341829,27.651945583108542,,,
1.5969719024791456,284.39123643116164,bursting,bursting,81,89,17.0,17.0,0.27788761582620725,0.27768776210446056,0.4764059931873943,0.4765535646206634,27.713045344208577,27.707010351848268,,,
1.5969719024791456,299.72470377120817,bursting,bursting,77,84,16.0,16.0,0.26468949141043346,0.26722932358497503,0.4846017784885272,0.4906891729433989,27.72452307192857,27.708696472080966,,,
1.5969719024791456,318.0425793037399,bursting,bursting,72,79,15.0,15.0,0.24974932133336597,0.2514650120648052,0.4891291056274303,0.49244103018663504,27.715581745704487,27.665802118986836,,,
1.5969719024791456,326.21092135216526,bursting,bursting,72,79,15.0,15.0,0.2524426378039525,0.2518215269147356,0.48975194064206473,0.4873650607987913,27.467542920492072,27.440447028034082,,,
1.6137514660625363,222.4276428040119,bursting,bursting,90,105,25.0,25.0,0.35107055384372277,0.34369017535799046,0.39503831871691547,0.3828777088597901,27.32894506414436,27.24007854610424,,,
1.6137514660625363,229.84333871756644,bursting,bursting,97,96,23.5,23.5,0.3300520780149085,0.3237075361970081,0.40845501889104463,0.40107488068022307,27.32569272491579,27.37945257921528,,,
1.6137514660625363,239.4430625760652,bursting,bursting,99,90,22.0,22.0,0.323090357187409,0.32027355497878307,0.41581770551790087,0.41198038973344875,27.430463452432253,27.420230604001734,,,
1.6137514660625363,239.75321609472297,bursting,bursting,100,91,22.0,22.0,0.32972662726924873,0.329740603493912,0.42515199183708174,0.4235044997353095,27.372783725122822,27.316274713577975,,,
1.6137514660625363,242.905360868945,bursting,bursting,97,87,21.0,21.0,0.31379702555958555,0.31766465119303033,0.4292121810416979,0.4334351906031251,27.649349504429388,27.562485226959534,,,
1.6137514660625363,248.52611952212527,bursting,bursting,96,85,20.5,20.5,0.30976536312849134,0.3050446663163426,0.446927374301676,0.4379050621825187,27.402335412154116,27.402376003983708,[-52.       -52.       -52.       ... -55.764824 -55.76469  -55.76456 ],[-52.       -52.       -52.       ... -53.283215 -53.28224  -53.281265],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
1.6137514660625363,251.5392757474052,bursting,bursting,94,85,20.0,20.0,0.3102201187659065,0.30734126984126986,0.4464883689779881,0.4409171075837743,27.597139851359533,27.565029949641204,,,
1.6137514660625363,265.75975919329136,bursting,bursting,89,85,19.0,18.5,0.30237556561085993,0.30722103669030093,0.45248868778280543,0.45891558247860303,27.34600403951459,27.48977543927134,,,
1.6137514660625363,267.0527705729015,bursting,bursting,86,88,18.5,18.0,0.30936505355110006,0.2882337885944301,0.4646516274423252,0.46534353986830773,27.52946245961653,27.717141936607135,,,
1.6137514660625363,272.0888587176768,bursting,bursting,84,90,18.0,18.0,0.29335368717707844,0.29438900395405765,0.4697040864255518,0.4707211447938242,27.52750202198376,27.475489693280434,,,
1.6137514660625363,276.7664232955933,bursting,bursting,83,88,18.0,18.0,0.28958449009809356,0.29419061885591224,0.46270590412733664,0.4681209624566987,27.45324462323831,27.301288767317338,,,
1.6137514660625363,277.0701222107906,bursting,bursting,83,89,18.0,18.0,0.29483453642073665,0.29159373560571156,0.46873535202024935,0.4606172270842929,27.307798024490538,27.29907494198169,,,
1.6137514660625363,277.35236514704883,bursting,bursting,83,89,18.0,17.5,0.29421883353866873,0.2990951505725999,0.46491085334387133,0.47127574343748524,27.29490260234266,27.458600618004134,,,
1.6137514660625363,277.58123881365174,bursting,bursting,83,88,18.0,18.0,0.2950246902077705,0.2956439655569367,0.4658529768005217,0.46046875719482444,27.27380523045575,27.187596842148263,,,
1.6137514660625363,283.68812673413186,bursting,bursting,80,88,17.0,17.0,0.2766600076103499,0.277538563452257,0.47564687975646874,0.4731711933377497,27.696954174326766,27.583482218844722,,,
1.6137514660625363,284.15742437309285,bursting,bursting,80,88,17.0,17.0,0.27698866982309855,0.2792682634443408,0.4711092266742044,0.47951281497998016,27.572154619285353,27.635435325900698,,,
1.6137514660625363,284.39123643116164,bursting,bursting,80,88,17.0,17.0,0.2795177284725693,0.27762777698830005,0.475612946184395,0.47368670361422965,27.56186726327313,27.58339417807605,,,
1.6137514660625363,299.72470377120817,bursting,bursting,76,84,16.0,16.0,0.2628821380503749,0.26480844616531596,0.4806767929244376,0.4809889132055505,27.66538666611913,27.567947788597507,,,
1.6137514660625363,318.0425793037399,bursting,bursting,72,79,15.0,15.0,0.25029922567722696,0.25052405791449345,0.4885317179217861,0.4874957344123238,27.616221026762396,27.546751653168545,,,
1.6137514660625363,326.21092135216526,bursting,bursting,71,78,15.0,15.0,0.25102312628647533,0.25159142815491536,0.48432013560963794,0.4859322610428106,27.375602105863578,27.324239244438807,,,
1.6709218521916696,222.4276428040119,bursting,bursting,98,94,23.0,23.0,0.3334422479986929,0.33573416271075474,0.40842999509884,0.4092322802422655,27.339992421973964,27.22924498944172,,,
1.6709218521916696,229.84333871756644,bursting,bursting,98,88,21.5,21.0,0.33359596260726976,0.31863832007304055,0.4258853090862631,0.43476370592582925,27.448851210991815,27.570726971401637,,,
1.6709218521916696,239.4430625760652,bursting,bursting,93,87,20.0,20.0,0.3070072960521964,0.3157345670612784,0.44084907531906453,0.4535764503106999,27.593646557309924,27.48913586068699,,,
1.6709218521916696,239.75321609472297,bursting,bursting,92,87,20.0,20.0,0.3148093940690368,0.31764119526064183,0.4503388800072054,0.45309349584286723,27.49086177607848,27.40757834412318,,,
1.6709218521916696,242.905360868945,bursting,bursting,91,89,20.0,19.5,0.315507195197316,0.3194695463582143,0.44142314822989326,0.4518344478583048,27.255866041127128,27.479520912337637,,,
1.6709218521916696,248.52611952212527,bursting,bursting,90,85,19.0,19.0,0.29866022005829046,0.29833668103545546,0.45186507308917556,0.45137556704055615,27.58168709380493,27.537031402546848,,,
1.6709218521916696,251.5392757474052,bursting,bursting,88,89,19.0,19.0,0.3060999931228938,0.3005280736595056,0.4584737409164889,0.4513450081242101,27.329897617521297,27.40905454856126,[-52.       -52.       -52.       ... -55.977505 -55.977463 -55.97742 ],[-52.      -52.      -52.      ... -66.25364 -66.17871 -66.10416],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
1.6709218521916696,265.75975919329136,bursting,bursting,80,89,17.0,17.0,0.2826086956521736,0.2766133220034935,0.4863340142009533,0.47207666525043657,27.72285659296145,27.684079340070806,,,
1.6709218521916696,267.0527705729015,bursting,bursting,80,88,17.0,17.0,0.28260764158262197,0.2819813075083923,0.48487199379363843,0.48301011906199426,27.67582927561209,27.62708497319054,,,
1.6709218521916696,272.0888587176768,bursting,bursting,79,87,17.0,17.0,0.2837398569743083,0.2819173048934697,0.48156798536033324,0.4771789182353924,27.45238474004669,27.437587115323833,,,
1.6709218521916696,276.7664232955933,bursting,bursting,76,84,16.0,16.0,0.2721593322837795,0.2800840508405084,0.49978759027413355,0.5125051250512505,27.751237393615945,27.591840159991147,,,
1.6709218521916696,277.0701222107906,bursting,bursting,76,84,16.0,16.0,0.27292527224934265,0.27249484945515917,0.5006884466140943,0.49643805694144527,27.727319086886816,27.642431135418647,,,
1.6709218521916696,277.35236514704883,bursting,bursting,76,84,16.0,16.0,0.2707017456607151,0.27796144651848836,0.49733923509225647,0.5086211281216622,27.75646396553419,27.605634911873945,,,
1.6709218521916696,277.58123881365174,bursting,bursting,85,77,16.5,16.0,0.2901617120170428,0.2637613011125386,0.48416771569671724,0.48476622148968657,27.452813219262037,27.79491074237404,,,
1.6709218521916696,283.68812673413186,bursting,bursting,83,76,16.0,16.0,0.2667836770513384,0.26874026479750746,0.4875432694651651,0.48676012461059187,27.647985309462108,27.510313884538867,,,
1.6709218521916696,284.15742437309285,bursting,bursting,75,82,16.0,16.0,0.27236354655470496,0.26480109344651476,0.4939491232403063,0.47958180466633105,27.49237108537294,27.558900308136586,,,
1.6709218521916696,284.39123643116164,bursting,bursting,75,82,16.0,16.0,0.2671446912623243,0.2695303860614848,0.484484387490613,0.4914850219939547,27.548568325104572,27.551105997173075,,,
1.6709218521916696,299.72470377120817,bursting,bursting,78,72,15.0,15.0,0.25449265289912665,0.25262431619930037,0.49642573471008733,0.49282933320191213,27.59414545807359,27.61236165355042,,,
1.6709218521916696,318.0425793037399,bursting,bursting,71,73,14.0,14.0,0.23977803001639536,0.23751565239168573,0.5044772354647495,0.5008765339343851,27.628840090089373,27.673251139850812,,,
1.6709218521916696,326.21092135216526,bursting,bursting,69,73,14.0,14.0,0.24462121212121193,0.24134182719045427,0.5050505050505051,0.5055867334041155,27.270920408575652,27.418599265376354,,,
