Vs0,Vus0,regime_A,regime_B,spike_count_A,spike_count_B,mean_spikes_per_burst_A,mean_spikes_per_burst_B,duty_cycle_A,duty_cycle_B,interburst_freq_A,interburst_freq_B,intraburst_freq_A,intraburst_freq_B
-50.78947368421053,-52.78947368421053,bursting,bursting,99,98,8.25,8.166666666666666,0.3839265596787914,0.39576007928171786,1.4476321381528818,1.3583203839392166,23.346497854455865,23.126213012990355
-50.78947368421053,-52.26315789473684,bursting,bursting,103,101,11.444444444444445,11.222222222222221,0.4146641081120919,0.4117618840260305,0.8809057594352413,0.926497903498954,23.293602677027792,23.519239333757938
-50.78947368421053,-51.73684210526316,bursting,bursting,104,106,11.555555555555555,11.777777777777779,0.4237611819457577,0.4164090686008277,0.9304786408852216,0.878332310273875,23.73442471332021,23.643714360881937
-50.78947368421053,-51.21052631578947,bursting,bursting,109,106,12.11111111111111,13.25,0.43361782752277345,0.43932024041263806,0.8823938199212155,0.8343315155581496,23.69524210614398,23.25923231264661
-50.78947368421053,-50.68421052631579,bursting,bursting,112,108,14.0,12.0,0.4625314041644277,0.4463446191183708,0.809615879535027,0.859038502612804,23.204029283308834,23.591721288654295
-50.78947368421053,-50.1578947368421,bursting,bursting,114,110,12.666666666666666,12.222222222222221,0.45971380336138656,0.4862779350218973,0.950429987310133,0.8597370828449882,23.508583330615753,23.095686488395742
-50.78947368421053,-49.631578947368425,bursting,bursting,114,117,14.25,14.625,0.466157063516743,0.4756496891101659,0.8256903726382179,0.7798148392089177,23.85627054656845,23.51039374226225
-50.78947368421053,-49.10526315789474,bursting,bursting,120,118,13.333333333333334,11.8,0.496140726952725,0.46425721546308946,1.0379264600586615,1.1273455558667937,23.40351191175088,23.709981713119024
-50.78947368421053,-48.578947368421055,bursting,bursting,120,123,17.142857142857142,15.375,0.5025447302755631,0.4959866204692386,0.7342755363064315,0.7785597523173035,23.326727760527966,23.79805269249645
-50.78947368421053,-48.05263157894737,bursting,bursting,124,124,15.5,17.714285714285715,0.5052197550582826,0.511976515834804,0.7658621095756387,0.7284792649448417,23.806482746230667,23.38224649068893
-50.78947368421053,-47.526315789473685,bursting,bursting,127,124,15.875,17.714285714285715,0.49315777088293633,0.5129727256116814,0.7849377680408488,0.7394369746332098,24.31068441329721,23.788297665913856
-50.78947368421053,-47.0,bursting,bursting,127,131,14.11111111111111,16.375,0.5016001920049576,0.549007943929073,0.9167776988888693,0.8116435035654085,24.021295502975985,23.57486006115585
-50.26315789473684,-57.0,bursting,bursting,63,66,9.0,9.428571428571429,0.24000514895325117,0.23333772452902146,0.8016769620871266,0.7125329360966174,25.45791580864074,25.68257668069841
-50.26315789473684,-56.473684210526315,bursting,bursting,69,68,8.625,9.714285714285714,0.24147736380731932,0.24524158647706693,0.7924862896722844,0.7192427613140765,26.05489237430889,25.83027531435813
-50.26315789473684,-55.94736842105263,bursting,bursting,71,72,10.142857142857142,10.285714285714286,0.25813406412614864,0.25139310054642633,0.7265250703143441,0.6565914014367488,26.069418494530552,26.017445660465945
-50.26315789473684,-55.421052631578945,bursting,bursting,75,75,10.714285714285714,10.714285714285714,0.27209976664307817,0.26340868648918747,0.7284599073607764,0.6543133918276128,25.962700928002178,26.0606603671685
-50.26315789473684,-54.89473684210526,bursting,bursting,76,75,9.5,10.714285714285714,0.272918497196855,0.2743116261000024,0.7936725180905609,0.7243609614436708,26.194059969317163,25.962846517220353
-50.26315789473684,-54.36842105263158,bursting,bursting,75,79,9.375,9.875,0.2783144730160469,0.2748674260344792,0.9635927834776397,0.8798378873305255,25.800371955290064,25.85935236676063
-50.26315789473684,-53.8421052631579,bursting,bursting,83,79,11.857142857142858,11.285714285714286,0.29888668609223723,0.29846185798475894,0.7118975596841753,0.6439731255694475,26.162407599827773,25.790111610703377
-50.26315789473684,-53.31578947368421,bursting,bursting,86,81,10.75,10.125,0.3000745089382203,0.2970914151569743,0.8776239382449402,0.9614255826433462,25.65363927837086,25.808576414451597
-50.26315789473684,-52.78947368421053,bursting,bursting,83,89,11.857142857142858,12.714285714285714,0.31743119605584863,0.3265787864257092,0.7960327144409188,0.7052768068172061,26.161931172979244,25.80163781507542
-50.26315789473684,-52.26315789473684,bursting,bursting,87,93,12.428571428571429,13.285714285714286,0.32648718375255886,0.33105266921652143,0.8077009083901555,0.7016791031600951,26.091985978329717,26.012193992058165
-50.26315789473684,-51.73684210526316,bursting,bursting,96,89,13.714285714285714,14.833333333333334,0.3395838121340306,0.3362969661583995,0.6962004835229618,0.6252686481198619,26.222114775500803,26.13812568450444
-50.26315789473684,-51.21052631578947,bursting,bursting,95,95,15.833333333333334,13.571428571428571,0.3528594774269086,0.3458997117333043,0.6033154297468034,0.6672136536578028,25.909182410161897,26.50717178308105
-50.26315789473684,-50.68421052631579,bursting,bursting,98,95,14.0,11.875,0.3676741628843929,0.3532540155567389,0.7697829975163519,0.8270838496930528,25.738134993199235,26.221188376996174
-50.26315789473684,-50.1578947368421,bursting,bursting,95,102,13.571428571428571,17.0,0.36479426881063165,0.366646442664181,0.6515350513371337,0.5896773705255869,26.393108485024595,26.13911522030647
