g_us,tau_us,regime_A,regime_B,spike_count_A,spike_count_B,mean_spikes_per_burst_A,mean_spikes_per_burst_B,duty_cycle_A,duty_cycle_B,interburst_freq_A,interburst_freq_B,intraburst_freq_A,intraburst_freq_B,V_trace_A,V_trace_B,time
0.01296694563979591,318.0425793037399,bursting,bursting,71,79,15.0,15.0,0.24921935987509788,0.24970797235471617,0.48790007806401253,0.48671274213958926,27.656700338749665,27.586185796774032,,,
0.01296694563979591,326.21092135216526,bursting,bursting,71,78,15.0,15.0,0.25305140106584145,0.24861745611925926,0.4911711977209655,0.4808848280836741,27.39716882806448,27.41225348367509,,,
0.012989309451474631,222.4276428040119,bursting,bursting,104,90,25.0,25.0,0.3428047485763922,0.34819333646175493,0.3860631213203359,0.3910527139058345,27.365823406352984,27.257499628751223,,,
0.012989309451474631,229.84333871756644,bursting,bursting,96,97,23.5,23.5,0.32308246020954967,0.34562165842327636,0.39990402303447165,0.40048859608722653,27.37024109288908,27.319785030040105,,,
0.012989309451474631,239.4430625760652,bursting,bursting,99,91,22.0,22.0,0.3226954783912066,0.326353669058692,0.41635440086601705,0.4208842778678002,27.440405690146505,27.37467925183704,[-52.       -52.       -52.       ... -58.454273 -58.418404 -58.38271 ],[-52.       -52.       -52.       ... -55.575176 -55.575108 -55.57504 ],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
0.012989309451474631,239.75321609472297,bursting,bursting,99,91,22.0,22.0,0.3261301591950294,0.32072909809084904,0.4183837834445536,0.41145490454246203,27.3655255476263,27.377217076458464,,,
0.012989309451474631,242.905360868945,bursting,bursting,97,87,21.0,21.0,0.31322054199730526,0.31932901424426857,0.42778003550574295,0.43627162271230063,27.62560032044123,27.55680343469919,,,
0.012989309451474631,248.52611952212527,bursting,bursting,98,86,21.0,21.0,0.3232806418647128,0.3183426403512512,0.43486769150485965,0.426275629822243,27.244851189946665,27.260075871422863,,,
0.012989309451474631,251.5392757474052,bursting,bursting,93,84,20.0,20.0,0.304074688072594,0.30776567664086224,0.436262106273449,0.44362620056340524,27.605871885186712,27.59554349350554,,,
0.012989309451474631,265.75975919329136,bursting,bursting,88,86,19.0,19.0,0.299995489806964,0.3036559825168456,0.4510193036261952,0.4552904753232561,27.414656742560798,27.2951692310765,,,
0.012989309451474631,267.0527705729015,bursting,bursting,89,82,19.0,19.0,0.29832287913163374,0.29563769563769554,0.4448596467814405,0.444000444000444,27.334217860468485,27.398528333832843,,,
0.012989309451474631,272.0888587176768,bursting,bursting,84,90,18.0,18.0,0.29142418175892754,0.28651762761659944,0.4655710228595372,0.45905251560778554,27.520467583455623,27.573500369130265,,,
0.012989309451474631,276.7664232955933,bursting,bursting,84,88,18.0,18.0,0.2933848697231475,0.29256167772665265,0.4656902694018208,0.4624384378829569,27.355159566276434,27.2846185600897,,,
0.012989309451474631,277.0701222107906,bursting,bursting,85,86,18.0,18.0,0.29152401221430574,0.2878621948437143,0.4626630887387803,0.45630846452201695,27.372739015864138,27.383790774024778,,,
0.012989309451474631,277.35236514704883,bursting,bursting,84,88,18.0,18.0,0.29447538271547397,0.29557306891793944,0.46601579793555,0.46771590935665663,27.29769702569798,27.249600187831646,,,
0.012989309451474631,277.58123881365174,bursting,bursting,84,87,18.0,18.0,0.2932685602714889,0.2850692962555313,0.46487843428943343,0.44924638918214693,27.329690481358977,27.35989776665844,,,
0.012989309451474631,283.68812673413186,bursting,bursting,80,88,17.0,17.0,0.2792454623206309,0.2818026103109697,0.4751496721467261,0.4824974065764395,27.57343391626718,27.559550711355584,,,
0.012989309451474631,284.15742437309285,bursting,bursting,80,88,17.0,17.0,0.2819509149416453,0.27894259241570374,0.48028432832236695,0.47760053491259913,27.548948714977946,27.605255316778035,,,
0.012989309451474631,284.39123643116164,bursting,bursting,81,87,17.0,17.0,0.2773325088591338,0.27764051883878965,0.475658192023212,0.47512709649831325,27.657055534601113,27.60278615310429,,,
0.012989309451474631,299.72470377120817,bursting,bursting,76,84,16.0,16.0,0.26510800874642554,0.2646552136670338,0.48057284282865176,0.47853758912762584,27.56413436668957,27.511375160682285,,,
0.012989309451474631,318.0425793037399,bursting,bursting,72,79,15.0,15.0,0.2502328545516935,0.2497080291970801,0.4902201088288641,0.4866180048661801,27.64978676045489,27.57887739782287,,,
0.012989309451474631,326.21092135216526,bursting,bursting,72,78,15.0,15.0,0.25697731755424047,0.24775023397566634,0.49309664694280086,0.4799500851911402,27.22875793108483,27.42592724211611,,,
0.013222478592653589,222.4276428040119,bursting,bursting,89,106,25.0,26.0,0.34760127517300354,0.35151385429638865,0.3887722572117253,0.3891656288916561,27.19659116800483,26.651123989925715,,,
0.013222478592653589,229.84333871756644,bursting,bursting,98,95,23.0,23.0,0.3317580146893347,0.3349389653965706,0.4091736737658299,0.41170052903517973,27.457158015371,27.37828561104755,,,
0.013222478592653589,239.4430625760652,bursting,bursting,90,100,21.5,21.0,0.3165915802634131,0.3187277772959845,0.4311181048048112,0.43361373688318455,27.343168335260714,27.55097642595384,,,
0.013222478592653589,239.75321609472297,bursting,bursting,100,88,21.5,21.0,0.33604492270902725,0.3153246083424666,0.4270219489281749,0.4298025057486085,27.384426372964143,27.581738642278786,[-52.       -52.       -52.       ... -53.11364  -53.116543 -53.119442],[-52.       -52.       -52.       ... -55.1797   -55.17951  -55.179317],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
0.013222478592653589,242.905360868945,bursting,bursting,97,87,21.0,21.0,0.3179166937704631,0.318085794352231,0.4336607471974674,0.4311273981461521,27.528839101672464,27.43130701927644,,,
0.013222478592653589,248.52611952212527,bursting,bursting,93,83,20.0,20.0,0.30717929465803945,0.30724907475123553,0.44166685069452116,0.44323294107218053,27.614815684477232,27.637059913093697,,,
0.013222478592653589,251.5392757474052,bursting,bursting,92,84,20.0,20.0,0.303068970737721,0.3105212806193961,0.4325540151826458,0.4449685184773177,27.525285889970153,27.456274432552288,,,
0.013222478592653589,265.75975919329136,bursting,bursting,84,93,18.0,18.0,0.29210035639264526,0.29399605374424503,0.47204323916070706,0.4697923517805131,27.695667518290094,27.540432866641755,,,
0.013222478592653589,267.0527705729015,bursting,bursting,85,89,18.0,18.0,0.28943131169346364,0.28990941058661873,0.46671178213894016,0.46575533872057007,27.669651619273775,27.615808690732933,,,
0.013222478592653589,272.0888587176768,bursting,bursting,84,89,18.0,18.0,0.2875740460118473,0.28879211023549467,0.4592000734720118,0.4608507304484079,27.508043220011036,27.46655977577931,,,
0.013222478592653589,276.7664232955933,bursting,bursting,81,89,17.5,17.0,0.3015218013548327,0.28473446991965506,0.47705371624844944,0.48990789731530476,27.454028067120124,27.664121914519317,,,
0.013222478592653589,277.0701222107906,bursting,bursting,82,89,17.5,17.5,0.29683528067352316,0.29946963296723955,0.46642878798479437,0.46935135642542003,27.455995907763064,27.3931878988348,,,
0.013222478592653589,277.35236514704883,bursting,bursting,88,81,17.0,17.0,0.27791189616846357,0.27671669481245376,0.4780457489781772,0.47570344647146967,27.747704129199725,27.733225429459374,,,
0.013222478592653589,277.58123881365174,bursting,bursting,82,87,17.5,17.5,0.26845265588914546,0.29344801416645583,0.4618937644341801,0.4599498654646643,27.58994082045749,27.441325150287287,,,
0.013222478592653589,283.68812673413186,bursting,bursting,80,88,17.0,17.0,0.27943282727012286,0.27622702954175393,0.47741812279194124,0.4652244708071645,27.567051241980227,27.45083686490219,,,
0.013222478592653589,284.15742437309285,bursting,bursting,80,88,17.0,17.0,0.2838589532746445,0.28071307381652233,0.48369933249492114,0.4779315124142709,27.46686740866749,27.49070649156699,,,
0.013222478592653589,284.39123643116164,bursting,bursting,88,80,17.0,17.0,0.2821493887765905,0.28268492235765535,0.48127827509866206,0.47706509553228543,27.514346229905364,27.36839877816056,,,
0.013222478592653589,299.72470377120817,bursting,bursting,76,83,16.0,16.0,0.2672764227642276,0.2663073554534298,0.4839334107626791,0.481220374870672,27.47954712144383,27.441974274155527,,,
0.013222478592653589,318.0425793037399,bursting,bursting,71,78,15.0,15.0,0.2548738248391887,0.2494531667719828,0.4948045522018803,0.48607398045982586,27.456008771627467,27.534850317020695,,,
0.013222478592653589,326.21092135216526,bursting,bursting,72,78,15.0,15.0,0.25266462257263816,0.2546594457455111,0.4866890543631673,0.48790007806401253,27.24354196801721,27.14056356518497,,,
0.013460148881504711,222.4276428040119,bursting,bursting,95,99,24.0,24.0,0.33765358699960357,0.3383296372564549,0.39635354736424894,0.39600823697132886,27.396884098564783,27.31956828580193,,,
0.013460148881504711,229.84333871756644,bursting,bursting,96,96,23.0,23.0,0.33190842787682356,0.3313372445883068,0.4051863857374392,0.4046125834513454,27.303796719026263,27.284055945309543,,,
0.013460148881504711,239.4430625760652,bursting,bursting,97,87,21.0,21.0,0.3168151929399551,0.3120347130641934,0.4326007959854645,0.42540519845152514,27.569202359229678,27.579882641925714,,,
0.013460148881504711,239.75321609472297,bursting,bursting,97,87,21.0,21.0,0.31982794203906084,0.3204005821910368,0.4344898003519368,0.4344709230334759,27.491291175143658,27.449663814382994,,,
0.013460148881504711,242.905360868945,bursting,bursting,97,86,21.0,21.0,0.31807342800060134,0.32321164067264974,0.42965477239038435,0.4356539165287096,27.387639680863014,27.2261512291603,[-52.       -52.       -52.       ... -55.908916 -55.90901  -55.909107],[-52.       -52.       -52.       ... -54.599617 -54.599346 -54.599075],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
0.013460148881504711,248.52611952212527,bursting,bursting,93,85,20.0,20.0,0.3126189250296612,0.30783058575938255,0.4477177587248998,0.4384426517011575,27.499702702189754,27.457849947798923,,,
0.013460148881504711,251.5392757474052,bursting,bursting,92,83,20.0,19.5,0.30737839076446327,0.31757961495926146,0.4364620387141828,0.4513959419504819,27.39192501253697,27.514248511188523,,,
0.013460148881504711,265.75975919329136,bursting,bursting,86,88,18.0,18.0,0.29047252002896323,0.2956205247757929,0.46714782893046486,0.47577134429193313,27.60647126524073,27.557182191673846,,,
0.013460148881504711,267.0527705729015,bursting,bursting,84,87,18.0,18.0,0.2902639186794742,0.2860254000275091,0.46628741956542,0.4584842510659759,27.58448113657369,27.58553582963395,,,
0.013460148881504711,272.0888587176768,bursting,bursting,85,85,17.0,18.0,0.27132592125066757,0.2911873818801188,0.48550759819391165,0.46664644532070276,27.20911853138101,27.39497775109212,,,
0.013460148881504711,276.7664232955933,bursting,bursting,81,88,17.0,17.0,0.2760240821626727,0.27422956677087995,0.47219926809113444,0.4701346935897133,27.67133464632439,27.713773565409802,,,
0.013460148881504711,277.0701222107906,bursting,bursting,80,88,17.0,17.0,0.27894749363595295,0.2752202798850305,0.47581662027454613,0.4711869198511049,27.623891995844424,27.666490421203225,,,
0.013460148881504711,277.35236514704883,bursting,bursting,80,88,17.0,17.0,0.28387533875338744,0.27685969979639186,0.4839334107626791,0.4735072683365691,27.555936485047663,27.64525223800146,,,
0.013460148881504711,277.58123881365174,bursting,bursting,80,89,17.0,17.0,0.2793077826514226,0.2838073128264652,0.47937489513674164,0.48365254401238156,27.67066739760956,27.531435077063577,,,
0.013460148881504711,283.68812673413186,bursting,bursting,79,87,17.0,17.0,0.28067721053754763,0.28185786127716106,0.47423707111184865,0.4744283138817724,27.398627690564876,27.29572172669531,,,
0.013460148881504711,284.15742437309285,bursting,bursting,79,87,17.0,17.0,0.28229940119760505,0.27833605982706255,0.4790419161676646,0.46739892498247254,27.3970656069879,27.345277093615003,,,
0.013460148881504711,284.39123643116164,bursting,bursting,79,87,17.0,17.0,0.2832770992729173,0.28090154775207427,0.4752174119659744,0.47549986923753584,27.300378425419638,27.351755260185136,,,
0.013460148881504711,299.72470377120817,bursting,bursting,75,83,16.0,16.0,0.26773084003488024,0.267264811295793,0.48444918128088355,0.4810814711471386,27.423011973399912,27.34806816123404,,,
0.013460148881504711,318.0425793037399,bursting,bursting,71,78,15.0,15.0,0.25748176088143354,0.2525869835163498,0.4963025460320609,0.48696160307759745,27.30653963374376,27.343956082904946,,,
0.013460148881504711,326.21092135216526,bursting,bursting,69,75,15.0,14.5,0.2536172863165965,0.2554297200568711,0.4791107704101187,0.49026817669265094,27.08934106693245,27.448019131237235,,,
0.01351613333318916,222.4276428040119,bursting,bursting,96,99,24.0,24.0,0.3402230512938171,0.3416819669513853,0.3990184146998384,0.39913786221761,27.34489304559338,27.266276577166206,,,
0.01351613333318916,229.84333871756644,bursting,bursting,99,94,23.0,23.0,0.3331980601830248,0.362072816618271,0.4058194509262829,0.40611610859544744,27.261011698216603,27.053578815737286,,,
0.01351613333318916,239.4430625760652,bursting,bursting,97,86,21.0,21.0,0.32242469319449585,0.31984042668516804,0.4375123050335792,0.43362313813065057,27.448327552784754,27.448895378429302,,,
0.01351613333318916,239.75321609472297,bursting,bursting,96,87,21.0,21.0,0.31853808513402326,0.3165773107441562,0.4330316546139524,0.4289084280506112,27.49824765149309,27.457842944792503,,,
0.01351613333318916,242.905360868945,bursting,bursting,96,85,20.5,20.5,0.33034528552456827,0.30083450742386475,0.44267374944665777,0.43351035005960764,27.43064395912671,27.510656846456175,,,
0.01351613333318916,248.52611952212527,bursting,bursting,93,84,20.0,20.0,0.3062704828490277,0.3046861415406016,0.4369674459252786,0.43470700747696056,27.504788830182303,27.485493045189145,[-52.       -52.       -52.       ... -55.628475 -55.628326 -55.628178],[-52.       -52.       -52.       ... -53.468113 -53.46737  -53.466625],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
0.01351613333318916,251.5392757474052,bursting,bursting,92,83,20.0,20.0,0.3087720832604514,0.30857466852756466,0.4372922861640722,0.4361479413817166,27.35280174476758,27.301371285230413,,,
0.01351613333318916,265.75975919329136,bursting,bursting,84,89,18.0,18.0,0.29543451856438613,0.29580605370528507,0.47631522541618043,0.4744283138817724,27.576341978961143,27.500296773207435,,,
0.01351613333318916,267.0527705729015,bursting,bursting,85,87,18.0,18.0,0.29112390184792514,0.28972397274608763,0.4660592361289118,0.4650838313606028,27.531603246759918,27.546279707314767,,,
0.01351613333318916,272.0888587176768,bursting,bursting,83,88,18.0,17.5,0.29066299610002283,0.295129946148443,0.45882083046570316,0.4682744088035588,27.323212768905968,27.534874555458856,,,
0.01351613333318916,276.7664232955933,bursting,bursting,88,81,17.0,17.0,0.281208523371703,0.27868266043450296,0.48263712927435504,0.4769513271170676,27.652694142989642,27.62609158362728,,,
0.01351613333318916,277.0701222107906,bursting,bursting,80,89,17.0,17.0,0.27642816473714193,0.2787146872469153,0.47447333459859564,0.47639464532418657,27.693166768415423,27.61096621027098,,,
0.01351613333318916,277.35236514704883,bursting,bursting,80,88,17.0,17.0,0.2789434825064902,0.27788463821804266,0.476337914116274,0.4749352900667284,27.613264808544663,27.62050524764865,,,
0.01351613333318916,277.58123881365174,bursting,bursting,80,88,17.0,17.0,0.27896037251734307,0.2778689499345939,0.4751496721467261,0.4756808181710071,27.582283051388927,27.627644001976826,,,
0.01351613333318916,283.68812673413186,bursting,bursting,79,87,17.0,17.0,0.28164204235539636,0.2796250941974379,0.47430455095216645,0.4709871891484552,27.343582444409012,27.341641663450332,,,
0.01351613333318916,284.15742437309285,bursting,bursting,79,87,17.0,17.0,0.2813027859063115,0.28054022313564336,0.47581662027454613,0.46975924838520255,27.38223023385035,27.278808352463596,,,
0.01351613333318916,284.39123643116164,bursting,bursting,79,87,17.0,17.0,0.2799472730268576,0.2807226334705926,0.4707765459124826,0.4760431295075332,27.337955873499013,27.33104036653117,,,
0.01351613333318916,299.72470377120817,bursting,bursting,83,77,16.0,16.0,0.26647847905809685,0.2689829285886031,0.4825323296660876,0.4808848280836739,27.428525530719664,27.25759954434043,,,
0.01351613333318916,318.0425793037399,bursting,bursting,71,77,15.0,15.0,0.2503317649897453,0.25026165267129113,0.4825672578115574,0.48679566751855896,27.41151433142246,27.445200222698425,,,
0.01351613333318916,326.21092135216526,bursting,bursting,68,74,14.0,14.0,0.23894943990311815,0.23736296816596872,0.5045917852457362,0.5017183854702356,27.686600296479753,27.708524562846836,,,
0.013550705177740506,222.4276428040119,bursting,bursting,92,99,24.0,24.0,0.3372039937275452,0.33326825839954677,0.3969908096627563,0.39044960271752915,27.397352713188447,27.358726212264965,,,
0.013550705177740506,229.84333871756644,bursting,bursting,95,95,23.0,23.0,0.33171018727047696,0.3349509614012193,0.40578651571408275,0.4078053952653794,27.29169149178281,27.1843904305991,,,
0.013550705177740506,239.4430625760652,bursting,bursting,97,87,21.0,21.0,0.31663119881343893,0.31899051989091365,0.4299133724554503,0.43288169343318483,27.506326884210996,27.4411964375254,,,
0.013550705177740506,239.75321609472297,bursting,bursting,97,87,21.0,21.0,0.31894132377703893,0.3158029978586724,0.43176028668883043,0.4282655246252677,27.442859962358426,27.46670349302492,,,
0.013550705177740506,242.905360868945,bursting,bursting,96,86,21.0,21.0,0.31543738186760684,0.32289286484156066,0.42474568352199116,0.43112739814615225,27.369595824726254,27.16460494548337,,,
0.013550705177740506,248.52611952212527,bursting,bursting,93,84,20.0,20.0,0.3107721639656815,0.3084363363958844,0.4433901611723236,0.4406548130521955,27.453149690977313,27.455431595925173,,,
0.013550705177740506,251.5392757474052,bursting,bursting,90,87,19.5,19.0,0.2952277999234286,0.29659391011895353,0.45042001666554055,0.45143669728912256,27.52168150258473,27.680871735352962,[-52.       -52.       -52.       ... -55.928074 -55.92797  -55.927868],[-52.       -52.       -52.       ... -53.2348   -53.2153   -53.195793],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
0.013550705177740506,265.75975919329136,bursting,bursting,84,89,18.0,18.0,0.2917330957516644,0.28913930625115924,0.46891118822095096,0.46373585605639017,27.5829780786718,27.571583313869997,,,
0.013550705177740506,267.0527705729015,bursting,bursting,84,87,18.0,18.0,0.2843331737236929,0.28599728192016216,0.45602754406366147,0.4606914979384055,27.607572123359063,27.61663779850493,,,
0.013550705177740506,272.0888587176768,bursting,bursting,84,87,18.0,17.5,0.29843226396081807,0.26921741545725986,0.4686804302486351,0.4629308149896996,27.10529293253242,27.59132972382608,,,
0.013550705177740506,276.7664232955933,bursting,bursting,80,88,17.0,17.0,0.2807491101927717,0.28243649933790776,0.4777488474309057,0.4815216082821717,27.571261837081092,27.539092601340414,,,
0.013550705177740506,277.0701222107906,bursting,bursting,80,88,17.0,17.0,0.2818845292289904,0.27919265006902466,0.4817303755088277,0.4760317989241682,27.59210495842965,27.571607199530604,,,
0.013550705177740506,277.35236514704883,bursting,bursting,80,88,17.0,17.0,0.28633964833775105,0.2869150885766644,0.48639315158442564,0.48869883934025665,27.478936193634254,27.464715245848176,,,
0.013550705177740506,277.58123881365174,bursting,bursting,87,81,17.0,17.0,0.2764300759709368,0.2761473728873488,0.4733391711831112,0.4714423779553544,27.659650948431285,27.610361418723325,,,
0.013550705177740506,283.68812673413186,bursting,bursting,84,81,17.0,17.0,0.2769395548104682,0.2772030471174646,0.4656794262829468,0.47023417661995676,27.388580343823083,27.432819646949746,,,
0.013550705177740506,284.15742437309285,bursting,bursting,79,87,17.0,17.0,0.28400687055680135,0.27698939764651037,0.4771220000954243,0.4660375160200397,27.23810930112492,27.38168453685698,,,
0.013550705177740506,284.39123643116164,bursting,bursting,86,79,16.5,16.5,0.286384632304421,0.2846680273742344,0.48879438864041846,0.4802497298595269,27.652789873099064,27.533311084775963,,,
0.013550705177740506,299.72470377120817,bursting,bursting,75,82,16.0,16.0,0.2683359716026288,0.268960144133616,0.4796853264258647,0.4869378910719937,27.303541734356216,27.332918155605334,,,
0.013550705177740506,318.0425793037399,bursting,bursting,71,77,15.0,15.0,0.2545317587597804,0.25152491094520063,0.4859794916654517,0.4879715024642562,27.25726282808643,27.396507375918535,,,
0.013550705177740506,326.21092135216526,bursting,bursting,68,74,14.0,14.0,0.23682627224868363,0.23722517819496025,0.501378791677112,0.5019576347756248,27.740412751021957,27.70788869453588,,,
0.014219915211857299,222.4276428040119,bursting,bursting,96,96,23.0,23.0,0.33197014620181986,0.33888289931995375,0.4089561394540436,0.4146624647536905,27.412085400311852,27.265435306878825,,,
0.014219915211857299,229.84333871756644,bursting,bursting,100,89,22.0,21.5,0.3265968063872256,0.33361836760870517,0.4158349966733201,0.4275514130574202,27.260642988844477,27.446100324399072,,,
0.014219915211857299,239.4430625760652,bursting,bursting,93,86,20.0,20.0,0.312433178902352,0.31635309832688113,0.44547398431931584,0.45280626683873304,27.502122509725286,27.46196910024055,,,
0.014219915211857299,239.75321609472297,bursting,bursting,94,89,20.0,20.0,0.31518740327030487,0.3158191453376929,0.4486014848709148,0.45100913293494194,27.45223408886859,27.44691516888852,,,
0.014219915211857299,242.905360868945,bursting,bursting,92,85,20.0,20.0,0.316234879942228,0.3098557586917446,0.4513450081242101,0.4384234293480642,27.373770174199194,27.355647071395047,,,
