Vi_threshold,Vi0,regime_A,regime_B,spike_count_A,spike_count_B,mean_spikes_per_burst_A,mean_spikes_per_burst_B,duty_cycle_A,duty_cycle_B,interburst_freq_A,interburst_freq_B,intraburst_freq_A,intraburst_freq_B,V_trace_A,V_trace_B,time
-21.331019414577387,-84.36968645429397,bursting,bursting,76,82,16.0,16.0,0.28256318229400357,0.2737506185056904,0.4984796371068242,0.4948045522018803,27.16444913714049,27.399269580593494,,,
-21.331019414577387,-83.78563181339008,bursting,bursting,75,82,16.0,16.0,0.2766015335147168,0.27411782148858377,0.4946821667078903,0.49421765345458124,27.313777141207016,27.369810270736444,,,
-21.331019414577387,-83.5989607818643,bursting,bursting,79,81,16.0,16.0,0.27884591406698056,0.28106761923928364,0.49874067978354647,0.5031193399074262,27.278691633936297,27.171647804638454,,,
-21.331019414577387,-82.85987488320067,bursting,bursting,80,81,15.0,15.5,0.268440783568298,0.2643479159668208,0.5280109826284387,0.5168092198764827,27.74796250913551,27.342488741790433,,,
-21.331019414577387,-82.27821706868562,bursting,bursting,80,81,16.0,15.5,0.28104788167460515,0.28594688104202726,0.501378791677112,0.508802279434212,27.225202231633748,27.4087494252035,,,
-21.277755696486683,-105.14582794454225,bursting,bursting,74,82,16.5,16.0,0.2736680898459252,0.2529284366922056,0.46408019305736037,0.46575533872057007,27.64936174692924,27.856878103272585,,,
-21.277755696486683,-101.4811769100413,bursting,bursting,74,83,16.0,16.0,0.2612089958458672,0.26031504306857683,0.47748651100606415,0.47589587398277255,27.714845476540656,27.696240373139858,,,
-21.277755696486683,-100.19958492603132,bursting,bursting,74,83,16.0,16.0,0.25791416268395395,0.2596375931614163,0.47319358349500784,0.47622449222563495,27.790913709494955,27.733500339063546,,,
-21.277755696486683,-98.2750705740145,bursting,bursting,74,82,16.0,16.0,0.2578012933568488,0.26395385472964794,0.4703115814226926,0.48471922638811477,27.726821903436264,27.689816200815645,[-52.       -52.       -52.       ... -55.32583  -55.325565 -55.325302],[-52.       -52.       -52.       ... -55.97172  -55.971825 -55.971928],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
-21.277755696486683,-94.1611661339811,bursting,bursting,74,82,16.0,16.0,0.2666893154408016,0.262356780448298,0.48533087432357014,0.4764059931873943,27.5965705090811,27.609154948696148,,,
-21.277755696486683,-93.84527381702881,bursting,bursting,75,82,16.0,16.0,0.26420120473253483,0.2640503642240342,0.4799731215051957,0.48241593902262514,27.609768147202765,27.637396432981923,,,
-21.277755696486683,-93.13852565023593,bursting,bursting,75,82,16.0,16.0,0.2643926828682003,0.26860231886894,0.48075767409437276,0.48921285651386914,27.61863800119751,27.555338725593355,,,
-21.277755696486683,-93.01396526987197,bursting,bursting,75,83,16.0,16.0,0.2614724014680836,0.2669810862060583,0.4797658742533644,0.486215782564302,27.736171545844236,27.56869417717498,,,
-21.277755696486683,-92.78411885748214,bursting,bursting,74,83,16.0,16.0,0.26784147411523845,0.2718432260764668,0.4874719703617042,0.4923804131071666,27.583851502063,27.43476387686219,,,
-21.277755696486683,-91.72173892393454,bursting,bursting,75,82,16.0,16.0,0.2657518361035949,0.2681171834846666,0.48318515655199085,0.48948824004503283,27.589727029658686,27.582812714805602,,,
-21.277755696486683,-88.71816837536491,bursting,bursting,75,82,16.0,16.0,0.26851964333438616,0.2687256987748515,0.4859204548215457,0.4890812608514903,27.52123941451979,27.519104396176267,,,
-21.277755696486683,-88.57314278030957,bursting,bursting,75,82,16.0,16.0,0.2727026427920493,0.26775664661362314,0.4925987044654071,0.48515427906074143,27.43978573715794,27.514319276778433,,,
-21.277755696486683,-88.53522241405496,bursting,bursting,75,82,16.0,16.0,0.2736860304287691,0.2764586922327916,0.4939735230191662,0.4993383766509375,27.4310911683143,27.350809896549045,,,
-21.277755696486683,-85.52555330351612,bursting,bursting,75,82,16.0,16.0,0.2780155254777072,0.27163888550918586,0.4976114649681528,0.48667721133957914,27.307054108421347,27.362814469297916,,,
-21.277755696486683,-84.7239990177665,bursting,bursting,85,75,15.0,16.0,0.2520626631853785,0.2673495958925984,0.5221932114882506,0.4913159898788906,27.255141556628736,27.639610060327445,,,
-21.277755696486683,-84.36968645429397,bursting,bursting,76,82,16.0,16.0,0.2778010910616869,0.2703687402190924,0.4936930710177482,0.4890453834115805,27.264338055952393,27.450578959543233,,,
-21.277755696486683,-83.78563181339008,bursting,bursting,78,82,16.0,16.0,0.281044273581587,0.28089521565875564,0.5025378159706518,0.5012405704117692,27.23950451617882,27.17096769972418,,,
-21.277755696486683,-83.5989607818643,bursting,bursting,79,81,16.0,16.0,0.2780954748881154,0.278970492785461,0.49726504226752866,0.49927604972789447,27.285678442764425,27.23679328087305,,,
-21.277755696486683,-82.85987488320067,bursting,bursting,78,82,15.5,16.0,0.2604863299766828,0.2835336719810896,0.5124657288543827,0.502942211939848,27.544092717855914,27.093606175586466,,,
-21.277755696486683,-82.27821706868562,bursting,bursting,81,80,15.5,15.5,0.2889781116435696,0.2619390695759569,0.5180676078228209,0.514615067929189,27.457538214065824,27.452638327706214,,,
-20.94074530858559,-105.14582794454225,bursting,bursting,76,81,16.5,16.0,0.27367316204992476,0.25369221767115274,0.4563501118057772,0.4681100058513752,27.544129729589564,27.86818951803566,,,
-20.94074530858559,-101.4811769100413,bursting,bursting,74,84,16.0,16.0,0.25425753707043963,0.25621791415644996,0.4685047670360046,0.4688342436531564,27.86442451238955,27.754999500153815,,,
-20.94074530858559,-100.19958492603132,bursting,bursting,74,82,16.0,16.0,0.25584507042253524,0.2622530647774258,0.4694835680751174,0.4835940711366879,27.804883081887514,27.755344466585814,,,
-20.94074530858559,-98.2750705740145,bursting,bursting,74,82,16.0,16.0,0.2620179104477613,0.26436698136044545,0.4776119402985073,0.4841442749939482,27.67186112819902,27.654146477583676,,,
-20.94074530858559,-94.1611661339811,bursting,bursting,82,74,15.0,16.0,0.23659447348767734,0.2636240112583104,0.49788399302962394,0.4852719949531711,27.638628067592826,27.718573520293422,[-52.       -52.       -52.       ... -56.0008   -56.000874 -56.000946],[-52.       -52.       -52.       ... -54.92784  -54.927593 -54.927345],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
-20.94074530858559,-93.84527381702881,bursting,bursting,75,82,16.0,16.0,0.2661300070104191,0.26593502434769967,0.48347716779075095,0.48453133706422474,27.588010129037063,27.597391167679437,,,
-20.94074530858559,-93.13852565023593,bursting,bursting,75,82,16.0,16.0,0.2688227116411795,0.2714408973252806,0.4877929806590084,0.4930358683594232,27.551914911845063,27.463794494369367,,,
-20.94074530858559,-93.01396526987197,bursting,bursting,75,83,16.0,16.0,0.26260438476162984,0.2690802348336598,0.4813130219238081,0.4892367906066535,27.7092933970866,27.530468199464984,,,
-20.94074530858559,-92.78411885748214,bursting,bursting,74,83,16.0,16.0,0.26920245398772985,0.26534977050440944,0.4907975460122698,0.4806190373200684,27.581679476904128,27.53966355966782,,,
-20.94074530858559,-91.72173892393454,bursting,bursting,75,82,16.0,16.0,0.2715684098922504,0.2688116751144738,0.4931331212860912,0.4897279561203752,27.50859723002512,27.559939251263167,,,
-20.94074530858559,-88.71816837536491,bursting,bursting,75,82,16.0,16.0,0.2745170784793848,0.2714334705075447,0.4946699314882145,0.48990789731530476,27.402289291931478,27.42851749036002,,,
-20.94074530858559,-88.57314278030957,bursting,bursting,75,82,16.0,16.0,0.27405940594059397,0.26908729774246665,0.49504950495049505,0.4844491812808837,27.42923895596323,27.440197551422408,,,
-20.94074530858559,-88.53522241405496,bursting,bursting,75,82,16.0,16.0,0.2687927107061504,0.2686618338557993,0.48466049532302613,0.48981191222570536,27.478465659261357,27.54211391877078,,,
-20.94074530858559,-85.52555330351612,bursting,bursting,75,82,16.0,16.0,0.2779472052794721,0.2754346108257604,0.49995000499949993,0.4938759383642829,27.337724472066625,27.31457586899033,,,
-20.94074530858559,-84.7239990177665,bursting,bursting,79,81,16.0,15.5,0.2809205419076955,0.28123106443142787,0.5008389051661534,0.5049484952534843,27.237076131468772,27.521901182361066,,,
-20.94074530858559,-84.36968645429397,bursting,bursting,77,82,16.0,16.0,0.2759808659875582,0.2787087049365656,0.49569980419857734,0.502449441024997,27.350508365132878,27.271374739248312,,,
-20.94074530858559,-83.78563181339008,bursting,bursting,79,81,15.5,15.5,0.2886039371500815,0.25997241942898014,0.5160091849634924,0.5107513151846365,27.447511329054425,27.510050539076676,,,
-20.94074530858559,-83.5989607818643,bursting,bursting,80,81,16.0,15.5,0.2809896554327854,0.28640220132997035,0.5033852659132667,0.5095671227292417,27.253858397543958,27.3989561486455,,,
-20.94074530858559,-82.85987488320067,bursting,bursting,83,77,16.0,16.0,0.2773061546814079,0.2803487592219984,0.4935590543408518,0.4968080085450979,27.264494666878726,27.180150473762286,,,
-20.94074530858559,-82.27821706868562,bursting,bursting,81,81,16.0,15.5,0.284929356357928,0.28497699133043514,0.5064060363599533,0.5084788854142831,27.075047810611846,27.443957015029536,,,
-20.639342432714603,-105.14582794454225,bursting,bursting,73,83,16.0,16.0,0.2564617492794027,0.256286266924565,0.47252279922506263,0.47176487238760206,27.84479068630664,27.80790987144642,,,
-20.639342432714603,-101.4811769100413,bursting,bursting,74,83,16.0,16.0,0.2557686439285465,0.2602929580157231,0.46947254759277957,0.47790867165284706,27.807690336978627,27.740681175634414,,,
-20.639342432714603,-100.19958492603132,bursting,bursting,74,78,16.0,16.0,0.25552531556473185,0.25744469653998864,0.4692412369199005,0.47267914539610517,27.816650939303663,27.76912122119924,,,
-20.639342432714603,-98.2750705740145,bursting,bursting,74,82,16.0,16.0,0.25993527200038075,0.263371405114336,0.4759411736709343,0.4829401395697002,27.73663769982797,27.68042335171241,,,
-20.639342432714603,-94.1611661339811,bursting,bursting,84,74,15.0,16.0,0.24548653610771107,0.2628211342704796,0.5099959200326396,0.48473097430925843,27.413477988145765,27.74384103492037,,,
-20.639342432714603,-93.84527381702881,bursting,bursting,75,82,16.0,16.0,0.26602556358276774,0.264735023319881,0.4832435305772344,0.48331359802808055,27.58378828319248,27.624625970232525,[-52.       -52.       -52.       ... -54.80901  -54.80875  -54.808487],[-52.       -52.       -52.       ... -55.985806 -55.98572  -55.985638],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
-20.639342432714603,-93.13852565023593,bursting,bursting,75,82,16.0,16.0,0.2673854837542514,0.2674138141064685,0.4824275755602189,0.48727006943598494,27.510306789691892,27.574363908724827,,,
-20.639342432714603,-93.01396526987197,bursting,bursting,75,83,16.0,16.0,0.26493412305088854,0.26723387798511045,0.4835005439381119,0.48341873731025814,27.63455051257968,27.51992446413914,,,
-20.639342432714603,-92.78411885748214,bursting,bursting,75,82,16.0,16.0,0.2680633373934224,0.2656431334622826,0.48721071863581017,0.4835589941972919,27.57071033363978,27.570710333639763,,,
-20.639342432714603,-91.72173892393454,bursting,bursting,75,82,16.0,16.0,0.27157683458168097,0.2705643086422779,0.4895481470602633,0.4900639533459115,27.450073144318633,27.461569889844977,,,
-20.639342432714603,-88.71816837536491,bursting,bursting,75,82,16.0,16.0,0.2737974023393848,0.27342227921773676,0.4966846300941217,0.49323041258724015,27.471635312483627,27.392995091656253,,,
-20.639342432714603,-88.57314278030957,bursting,bursting,75,82,16.0,16.0,0.2751384508406389,0.2688704431823696,0.4966846300941217,0.48541332945002663,27.401741499928434,27.46787454762217,,,
-20.639342432714603,-88.53522241405496,bursting,bursting,75,82,16.0,16.0,0.2687927107061504,0.2686618338557993,0.48466049532302613,0.48981191222570536,27.478465659261357,27.54211391877078,,,
-20.639342432714603,-85.52555330351612,bursting,bursting,76,82,16.0,16.0,0.27439354426019763,0.2764365947014235,0.4920533385819022,0.5003377279663772,27.354826698732747,27.360752018036116,,,
-20.639342432714603,-84.7239990177665,bursting,bursting,81,80,16.0,15.5,0.2801923895889174,0.2842621624355214,0.5010145544728075,0.5057145746940426,27.26061251608107,27.426328519528827,,,
-20.639342432714603,-84.36968645429397,bursting,bursting,83,76,16.0,16.0,0.2800463803186128,0.2805724634035918,0.504133897963299,0.5030434126465112,27.299598608754724,27.207102913962103,,,
-20.639342432714603,-83.78563181339008,bursting,bursting,80,81,15.5,15.5,0.25833946373760175,0.2846087704213244,0.5073438015271049,0.5057913105052855,27.56247770382514,27.43233306384822,,,
-20.639342432714603,-83.5989607818643,bursting,bursting,77,82,16.0,16.0,0.2804300750365112,0.2732359265050824,0.503600745329103,0.488663017982799,27.259644631286065,27.33243441796408,,,
-20.639342432714603,-82.85987488320067,bursting,bursting,79,81,16.0,16.0,0.2809874340099636,0.2793383428312066,0.49569980419857734,0.5043118664582178,27.18530349131657,27.256728584883042,,,
-20.639342432714603,-82.27821706868562,bursting,bursting,78,82,16.0,16.0,0.27836971909693736,0.27694730526947287,0.49673397412015985,0.49995000499950015,27.24722082832865,27.334595386405578,,,
-20.55028450245337,-105.14582794454225,bursting,bursting,74,83,16.0,16.0,0.2585035629453683,0.25455056574601176,0.47505938242280293,0.4685267177360788,27.791495699385383,27.84152968847253,,,
-20.55028450245337,-101.4811769100413,bursting,bursting,74,83,16.0,16.0,0.25565711868787727,0.2555482569323886,0.46995793876448066,0.46919720358466654,27.829207020430854,27.78973345599321,,,
-20.55028450245337,-100.19958492603132,bursting,bursting,74,82,16.0,16.0,0.25994480395888864,0.25918435328828393,0.47582794061667294,0.47587322737222804,27.73350033906352,27.744853053004494,,,
-20.55028450245337,-98.2750705740145,bursting,bursting,74,82,16.0,16.0,0.2640969533748529,0.2615641791044776,0.4809195181186428,0.47761194029850745,27.63697609384231,27.666696185816296,,,
-20.55028450245337,-94.1611661339811,bursting,bursting,74,82,16.0,16.0,0.27385994897327287,0.27407499071897046,0.49540511753486416,0.4949882440292043,27.455997426215244,27.390626202649173,,,
-20.55028450245337,-93.84527381702881,bursting,bursting,75,82,16.0,16.0,0.27034798713324887,0.26498219109315635,0.48737693732332593,0.47809145889608673,27.475395223567535,27.509451621112582,,,
-20.55028450245337,-93.13852565023593,bursting,bursting,75,82,16.0,16.0,0.2649758569584551,0.2648307128388156,0.4780800305971219,0.4822996045143244,27.539666674676575,27.592478339275495,[-52.       -52.       -52.       ... -54.698406 -54.698143 -54.69788 ],[-52.       -52.       -52.       ... -55.98447  -55.984394 -55.984318],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
-20.55028450245337,-93.01396526987197,bursting,bursting,75,82,16.0,16.0,0.26941995811620334,0.2640991695751596,0.4870208931963181,0.48140570465760013,27.502136989753094,27.610495189357145,,,
-20.55028450245337,-92.78411885748214,bursting,bursting,75,82,16.0,16.0,0.2655773158716809,0.2622825097061781,0.48059593896431574,0.4793174519484255,27.555098860728574,27.6579865519952,,,
-20.55028450245337,-91.72173892393454,bursting,bursting,75,82,16.0,16.0,0.2692335775306059,0.27066130980256803,0.4867719716698713,0.49296295383401934,27.507423811498846,27.515374392532877,,,
-20.55028450245337,-88.71816837536491,bursting,bursting,75,82,16.0,16.0,0.276111069753592,0.2687838132899878,0.49629023052681215,0.4852131298672942,27.35804017167739,27.466459561286403,,,
-20.55028450245337,-88.57314278030957,bursting,bursting,85,75,15.0,16.0,0.24832249406420984,0.2712262383533586,0.5161556725508414,0.4995878400319735,27.359618874879924,27.606163447305896,,,
-20.55028450245337,-88.53522241405496,bursting,bursting,75,82,16.0,16.0,0.27779168753129685,0.27264261909429494,0.500751126690035,0.4900999803960008,27.358016346929087,27.3773490424289,,,
-20.55028450245337,-85.52555330351612,bursting,bursting,76,81,16.0,16.0,0.2739462200443698,0.2705626116535739,0.48757892683878207,0.48944032498837586,27.321875466583364,27.44623983512944,,,
-20.55028450245337,-84.7239990177665,bursting,bursting,76,82,16.0,16.0,0.2776694173543386,0.2756168863343575,0.5001250312578144,0.49549103161232777,27.34168188452353,27.331153153835793,,,
-20.55028450245337,-84.36968645429397,bursting,bursting,83,77,16.0,16.0,0.27792370231394636,0.27757041903055657,0.5003126954346466,0.4976609933313426,27.32259730736469,27.276804779141166,,,
-20.55028450245337,-83.78563181339008,bursting,bursting,80,81,15.5,16.0,0.2591780542524983,0.28323221180364033,0.5098919029165816,0.5014290728576443,27.56548847054871,27.1221784112448,,,
