g_us,delta_Vus,tau_us,regime_A,regime_B,spike_count_A,spike_count_B,mean_spikes_per_burst_A,mean_spikes_per_burst_B,duty_cycle_A,duty_cycle_B,interburst_freq_A,interburst_freq_B,intraburst_freq_A,intraburst_freq_B
0.020555555555555556,1.9777777777777779,216.66666666666666,bursting,bursting,72,73,12.0,10.428571428571429,0.2542866484493375,0.2547181380186947,0.6280060293465601,0.6977533827596406,27.055417272343973,27.511786441737552
0.020555555555555556,1.9777777777777779,233.33333333333334,bursting,bursting,72,68,10.285714285714286,11.333333333333334,0.23640599939797372,0.24036386332336304,0.705581013497696,0.6340800988575876,27.556442596254286,27.266285810755985
0.020555555555555556,1.9777777777777779,250.0,bursting,bursting,67,66,9.571428571428571,9.428571428571429,0.224096477606979,0.22496864392377616,0.69750488636886,0.7740142586343571,27.13466762175576,27.20961237274647
0.020555555555555556,1.9777777777777779,266.6666666666667,bursting,bursting,61,61,8.714285714285714,7.625,0.20308004749328526,0.20524993793454255,0.7497566156968261,0.7924201070931306,27.32386606554907,27.43084886708041
0.020555555555555556,1.9777777777777779,283.33333333333337,bursting,bursting,60,61,8.571428571428571,8.714285714285714,0.1972875144153813,0.19893405413934648,0.7636692509104889,0.686053977037352,27.215221987336747,27.426796177397765
0.020555555555555556,1.9777777777777779,300.0,bursting,bursting,56,53,9.333333333333334,8.833333333333334,0.1807780934600201,0.1881797796075993,0.5927983323840509,0.6667970999414877,27.724632271424834,27.828285037912536
0.020555555555555556,1.9777777777777779,316.6666666666667,bursting,bursting,52,55,7.428571428571429,7.857142857142857,0.17412331455888444,0.17327153056565078,0.7867516684010679,0.7149920911809163,27.272181880024856,27.290094306544535
0.020555555555555556,1.9777777777777779,333.33333333333337,bursting,bursting,52,49,7.428571428571429,7.0,0.16861323436148676,0.16728659451981046,0.7315315301401037,0.797751644823412,26.806988082538357,26.866978037409023
0.020555555555555556,1.9777777777777779,350.0,bursting,bursting,52,48,7.428571428571429,8.0,0.16225564663679912,0.15945597717309745,0.676828889110598,0.6169649375815538,27.668411022045937,27.6602852200427
0.020555555555555556,2.088888888888889,200.0,bursting,bursting,72,76,12.0,12.666666666666666,0.2579116118293897,0.2534917905806678,0.6459630137094093,0.560981331518161,27.444085214800992,27.255176771195817
0.020555555555555556,2.088888888888889,216.66666666666666,bursting,bursting,70,63,10.0,10.5,0.2311573520939181,0.23068113224499429,0.7465740246414402,0.6714061010735863,27.66143484085009,27.60362290547058
0.020555555555555556,2.088888888888889,233.33333333333334,bursting,bursting,63,67,10.5,11.166666666666666,0.23151281399998808,0.22523348884404726,0.6726846676191978,0.5900716992299041,27.258064948565117,27.157459385549178
0.020555555555555556,2.088888888888889,250.0,bursting,bursting,64,57,9.142857142857142,9.5,0.20934863306545823,0.2069188040455361,0.7343405254109778,0.6675983552326192,27.466187150732473,27.382985038431023
0.020555555555555556,2.088888888888889,266.6666666666667,bursting,bursting,59,55,7.375,6.875,0.18827753670407416,0.18729133232387682,0.8429444558888556,0.9096873443668768,27.165943257330564,27.1037082519565
0.020555555555555556,2.088888888888889,283.33333333333337,bursting,bursting,52,58,8.666666666666666,8.285714285714286,0.18352753016109036,0.18478726574774554,0.6549194267067866,0.7247962949249155,27.529071001072747,27.47709212623735
0.020555555555555556,2.088888888888889,300.0,bursting,bursting,54,51,6.75,6.375,0.17288799262568189,0.17003538378594432,0.84142821758527,0.7835650151807675,27.0910588936665,27.178447910375734
0.020555555555555556,2.088888888888889,316.6666666666667,bursting,bursting,52,50,7.428571428571429,8.333333333333334,0.16972044855190557,0.16043378867614086,0.6658703348723076,0.6000627932927236,27.780767327268094,27.770389766972787
0.020555555555555556,2.088888888888889,333.33333333333337,bursting,bursting,52,47,7.428571428571429,7.833333333333333,0.158200574689017,0.1604280306137133,0.6985953516867794,0.6393923082210701,27.591578935242815,27.469641507625916
0.020555555555555556,2.088888888888889,350.0,bursting,bursting,47,49,7.833333333333333,8.166666666666666,0.1621944342559885,0.15100021094186675,0.6450470106127811,0.5725891549717671,27.29030709959764,27.47459205159482
0.020555555555555556,2.2,200.0,bursting,bursting,66,70,9.428571428571429,10.0,0.23615714835980148,0.23831737402164413,0.8229746558683795,0.7359533283975045,27.474014300235858,27.1899107509151
0.020555555555555556,2.2,216.66666666666666,bursting,bursting,66,65,9.428571428571429,9.285714285714286,0.21596646332269395,0.22134847694043838,0.6790515690198419,0.7603286959490411,27.80796635893059,27.62701847344499
0.020555555555555556,2.2,233.33333333333334,bursting,bursting,62,60,8.857142857142858,7.5,0.20561761479400698,0.20941040196601404,0.743450633946802,0.7930207642555966,27.311580692015223,27.312159637451124
0.020555555555555556,2.2,250.0,bursting,bursting,61,56,7.625,8.0,0.1908621471736287,0.19714542767301044,0.83459337322395,0.7874633736246951,27.390929970454913,27.047988210381227
0.020555555555555556,2.2,266.6666666666667,bursting,bursting,57,55,8.142857142857142,7.857142857142857,0.1819694689812453,0.18768764499082935,0.7110198884538036,0.7877952015308632,27.35405520867512,27.2081179489805
0.020555555555555556,2.2,283.33333333333337,bursting,bursting,56,50,7.0,7.142857142857143,0.17059677705855433,0.1660686368388417,0.8138228121459701,0.7713211859001836,27.38365789320278,27.539976453346416
0.020555555555555556,2.2,300.0,bursting,bursting,50,54,8.333333333333334,7.714285714285714,0.1667052184935526,0.1682795029647708,0.60909493945251,0.6748230783890095,27.36220516562556,27.70945776961027
0.020555555555555556,2.2,316.6666666666667,bursting,bursting,48,49,5.333333333333333,5.444444444444445,0.14353300869244906,0.14370262604737394,0.8939909136417261,0.894118505004241,27.283024581861973,27.061219910851356
0.020555555555555556,2.2,333.33333333333337,bursting,bursting,43,43,5.375,5.375,0.14023644764376506,0.14065416769227548,0.8566782345739704,0.8561065859145599,27.065223807798926,26.92805336680044
0.020555555555555556,2.2,350.0,bursting,bursting,43,42,6.142857142857143,6.0,0.13787052344282832,0.1398983702342336,0.7311650545019082,0.7880217129277688,26.83873541706168,27.15343481710734
0.02277777777777778,1.2,200.0,tonic_spiking,tonic_spiking,222,28,222.0,28.0,,,,,23.905709344421428,25.733224678968647
0.02277777777777778,1.2,216.66666666666666,tonic_spiking,tonic_spiking,29,204,29.0,204.0,,,,,24.93727159955079,22.099433241297554
0.02277777777777778,1.2,233.33333333333334,tonic_spiking,tonic_spiking,23,187,23.0,187.0,,,,,25.627715875227754,20.38239685283044
0.02277777777777778,1.2,250.0,bursting,bursting,109,103,27.25,34.333333333333336,0.35310014758912556,0.4206995755018271,0.37433511790444146,0.2998749831697458,27.32876417426785,25.843957806011122
0.02277777777777778,1.2,266.6666666666667,bursting,bursting,105,97,26.25,24.25,0.3687434252606321,0.3538869839866758,0.35023026132032536,0.43591829458023296,26.839856342964193,27.212686937264543
0.02277777777777778,1.2,283.33333333333337,bursting,bursting,90,99,18.0,19.8,0.35563020648489274,0.34139729282580433,0.4578922989849368,0.5475199241649581,26.676897935784616,27.15706797542232
0.02277777777777778,1.2,300.0,bursting,bursting,95,91,19.0,22.75,0.3181223332607263,0.32837691170764544,0.47765994663763844,0.39898178746056573,27.730580388935685,27.078587173089264
0.02277777777777778,1.2,316.6666666666667,bursting,bursting,95,85,19.0,21.25,0.3114589662867745,0.319586554908454,0.4805487248424486,0.4067484623729332,27.479127641357657,26.86217546583135
0.02277777777777778,1.2,333.33333333333337,bursting,bursting,79,88,19.75,17.6,0.3038386015654901,0.29774626917537317,0.42660971226747035,0.5076232179874808,27.058707875512006,27.40156595035033
0.02277777777777778,1.2,350.0,bursting,bursting,77,85,15.4,17.0,0.2891836925477565,0.2967450486334245,0.5867959948019801,0.4940177475208248,27.057302188087174,26.781448079270582
0.02277777777777778,1.3111111111111111,200.0,tonic_spiking,tonic_spiking,19,204,19.0,204.0,,,,,26.685419959114807,22.058135381497845
0.02277777777777778,1.3111111111111111,216.66666666666666,tonic_spiking,tonic_spiking,184,19,184.0,19.0,,,,,20.135616459407416,27.09242734659284
0.02277777777777778,1.3111111111111111,233.33333333333334,bursting,bursting,99,101,24.75,25.25,0.3462345919347392,0.37441854929376134,0.4319458488162337,0.3396173196923254,27.14583831316525,26.656048789877826
0.02277777777777778,1.3111111111111111,250.0,bursting,bursting,99,90,24.75,18.0,0.34631012804879213,0.33372001422607855,0.38095344533480535,0.45730666938537723,26.917821311513897,27.47835488522139
0.02277777777777778,1.3111111111111111,266.6666666666667,bursting,bursting,98,88,19.6,22.0,0.3251451471195177,0.3318567442991897,0.4877149745269592,0.4102234738111985,27.355389687352503,26.92805593201238
0.02277777777777778,1.3111111111111111,283.33333333333337,bursting,bursting,91,80,15.166666666666666,16.0,0.305046994608165,0.3185092578649642,0.6606898377488589,0.6205892199583887,27.152336934649863,26.67507904653433
0.02277777777777778,1.3111111111111111,300.0,bursting,bursting,83,84,16.6,16.8,0.2932120554706061,0.2958631798293907,0.4446531963590806,0.5247767167948774,27.400288311732986,27.412734325015595
0.02277777777777778,1.3111111111111111,316.6666666666667,bursting,bursting,83,80,16.6,16.0,0.2824524464090868,0.28746003757536737,0.4517802916045874,0.5299063877425486,27.354153001157876,27.317475178755164
0.02277777777777778,1.3111111111111111,333.33333333333337,bursting,bursting,77,76,12.833333333333334,12.666666666666666,0.2640436565533603,0.26849547256463036,0.6656545253236571,0.5862625225605836,27.15021112743158,27.102635703396604
0.02277777777777778,1.3111111111111111,350.0,bursting,bursting,71,79,14.2,15.8,0.25858755994008337,0.2609980223362187,0.553605167867091,0.46852399328449595,27.53584957907124,27.231111002755334
0.02277777777777778,1.4222222222222223,200.0,tonic_spiking,tonic_spiking,183,19,183.0,19.0,,,,,19.981549402948527,26.695359852071938
0.02277777777777778,1.4222222222222223,216.66666666666666,bursting,bursting,103,89,25.75,22.25,0.3516548651232761,0.33646320651771583,0.3699694384597922,0.4686716673275259,26.8465572067704,27.35417546972352
0.02277777777777778,1.4222222222222223,233.33333333333334,bursting,bursting,90,98,22.5,19.6,0.3336160237077228,0.3245836612952058,0.40710337279339326,0.4944347235446942,26.967923139519012,27.46711847295066
0.02277777777777778,1.4222222222222223,250.0,bursting,bursting,91,81,18.2,16.2,0.3239147976430626,0.30937464093391753,0.522374984293612,0.6305170760897421,26.8598503188884,27.085885255463776
0.02277777777777778,1.4222222222222223,266.6666666666667,bursting,bursting,87,84,17.4,16.8,0.2968335748875726,0.3003914125896254,0.4526927209203347,0.5357720710962273,27.30071019897334,27.40498272580193
0.02277777777777778,1.4222222222222223,283.33333333333337,bursting,bursting,76,84,15.2,16.8,0.28145039036283503,0.2845502928576465,0.5553732344827496,0.4757449815064547,27.568256087761323,27.12201453805
0.02277777777777778,1.4222222222222223,300.0,bursting,bursting,73,79,14.6,15.8,0.27532884587403084,0.267769183272943,0.5507486868081546,0.47677313712468006,27.425958345834367,27.08111694612846
0.02277777777777778,1.4222222222222223,316.6666666666667,bursting,bursting,75,72,15.0,12.0,0.2575253125874121,0.2516768967130871,0.49422946089354125,0.562827201702787,27.11031647232898,27.809378479493514
0.02277777777777778,1.4222222222222223,333.33333333333337,bursting,bursting,69,72,11.5,14.4,0.2488255557229538,0.2468598222246359,0.5575962452898882,0.48948777410410244,27.463630656437864,27.072185310763
0.02277777777777778,1.4222222222222223,350.0,bursting,bursting,68,69,13.6,11.5,0.2322960696589479,0.2384714595259617,0.49241797159166073,0.5614767229017443,27.294465166759192,27.62619315725237
0.02277777777777778,1.5333333333333332,200.0,bursting,bursting,96,96,19.2,19.2,0.3364670985944121,0.3710231614156051,0.5803480049750229,0.49125241762837113,27.195097889751985,26.61606524680293
0.02277777777777778,1.5333333333333332,216.66666666666666,bursting,bursting,86,95,21.5,19.0,0.3338763968828555,0.3135077073173672,0.41992255134265033,0.5022282296080446,26.65086094733323,27.37545794757136
0.02277777777777778,1.5333333333333332,233.33333333333334,bursting,bursting,84,91,16.8,18.2,0.30564121097463703,0.30162845157218077,0.5463970832596245,0.46057558770972873,27.50628507912176,27.236885750799797
0.02277777777777778,1.5333333333333332,250.0,bursting,bursting,84,77,16.8,15.4,0.28536496714504783,0.2926858664049914,0.4776459882761576,0.5635709179779294,27.24068754031196,27.4202483896207
0.02277777777777778,1.5333333333333332,266.6666666666667,bursting,bursting,73,80,12.166666666666666,13.333333333333334,0.27250646879464224,0.283461695433182,0.7157501910341749,0.6339364630363393,27.2063998110333,26.62783770947632
0.02277777777777778,1.5333333333333332,283.33333333333337,bursting,bursting,73,78,14.6,13.0,0.25819096243620104,0.25913659600087763,0.5049478890183503,0.5767325314942717,27.250859808140337,27.75437526766813
0.02277777777777778,1.5333333333333332,300.0,bursting,bursting,76,68,12.666666666666666,13.6,0.24759170161337102,0.24217124322671613,0.5843234051145603,0.5130301350676781,27.60710284175069,27.339766010530344
0.02277777777777778,1.5333333333333332,316.6666666666667,bursting,bursting,66,74,13.2,12.333333333333334,0.2323390483187454,0.23906039634317072,0.5105032262610492,0.5845066251212623,27.233522115973997,27.36216975245863
0.02277777777777778,1.5333333333333332,333.33333333333337,bursting,bursting,65,66,10.833333333333334,11.0,0.2262927998039499,0.22703942070709573,0.5644660986100403,0.6392633051244978,27.30480975247659,27.268319472840894
0.02277777777777778,1.5333333333333332,350.0,bursting,bursting,64,60,9.142857142857142,8.571428571428571,0.2029732291329427,0.20290671694148074,0.709966418904919,0.7707029503776234,27.032860422963292,27.161323279940923
0.02277777777777778,1.6444444444444444,200.0,bursting,bursting,86,91,17.2,18.2,0.3185275058976679,0.31388169375488423,0.43862224786141196,0.5284776100795151,27.09540871668158,27.33060256988142
0.02277777777777778,1.6444444444444444,216.66666666666666,bursting,bursting,87,78,14.5,15.6,0.29263420591674205,0.30447587982779223,0.6515565852711135,0.581569492055668,27.463344303000337,27.072607122292972
0.02277777777777778,1.6444444444444444,233.33333333333334,bursting,bursting,75,83,12.5,13.833333333333334,0.28603294639264903,0.28714709971745656,0.5649774718992586,0.6551069117711145,26.970652249299274,27.141917322010464
0.02277777777777778,1.6444444444444444,250.0,bursting,bursting,74,80,12.333333333333334,13.333333333333334,0.2633139362007907,0.26545442696113347,0.6818456637889058,0.5904971369050299,27.395793385801237,27.30683620450643
0.02277777777777778,1.6444444444444444,266.6666666666667,bursting,bursting,75,68,12.5,13.6,0.2491625672595596,0.2482552266545572,0.6058469446291989,0.5293544286729002,27.690767000870277,27.45561107834965
0.02277777777777778,1.6444444444444444,283.33333333333337,bursting,bursting,64,71,12.8,11.833333333333334,0.2318354308004286,0.2329101143242293,0.5379189091365355,0.6106584529991258,27.389825807853267,27.76166033684075
0.02277777777777778,1.6444444444444444,300.0,bursting,bursting,62,70,12.4,11.666666666666666,0.22721890925645105,0.23641523686419666,0.5281907057119415,0.6015395485841644,27.190012871016066,27.284926542282747
0.02277777777777778,1.6444444444444444,316.6666666666667,bursting,bursting,64,60,10.666666666666666,10.0,0.21450777260588172,0.21537609856290846,0.5969958474891124,0.6820904072259409,27.338811211768054,27.35049422868954
0.02277777777777778,1.6444444444444444,333.33333333333337,bursting,bursting,64,60,10.666666666666666,10.0,0.21019940556005978,0.21042566413569883,0.5791457508955853,0.6604036268547606,27.090153479554253,27.100827411341974
0.02277777777777778,1.6444444444444444,350.0,bursting,bursting,55,62,9.166666666666666,8.857142857142858,0.1877804713912564,0.19049457487728738,0.6434993250268423,0.694271694655542,27.5352281522208,27.496335530246746
0.02277777777777778,1.7555555555555555,200.0,bursting,bursting,86,78,17.2,15.6,0.29786611816920217,0.2970136120208125,0.4849176535783877,0.5837733469676663,27.017795370207313,27.400177899311714
0.02277777777777778,1.7555555555555555,216.66666666666666,bursting,bursting,84,76,14.0,15.2,0.27233456850763105,0.27339629526489945,0.5975541019578325,0.5163763382846681,27.641991932535,27.317941918101276
0.02277777777777778,1.7555555555555555,233.33333333333334,bursting,bursting,79,70,13.166666666666666,14.0,0.26786451646275766,0.2594209840387056,0.6145345825895,0.5316373436410362,27.346591858310557,27.16816586077362
0.02277777777777778,1.7555555555555555,250.0,bursting,bursting,66,74,13.2,12.333333333333334,0.24415196550653886,0.25220376047615034,0.5354210034849605,0.6143526874616274,27.258924535055396,27.362133980480504
0.02277777777777778,1.7555555555555555,266.6666666666667,bursting,bursting,67,70,9.571428571428571,10.0,0.2341195547185717,0.22783699287541428,0.7919078306657547,0.7215415894508951,27.089078152679683,27.134319089768407
0.02277777777777778,1.7555555555555555,283.33333333333337,bursting,bursting,64,68,10.666666666666666,11.333333333333334,0.22317083914697297,0.2168210703512079,0.6388149183594137,0.5646541978753963,27.59734006878078,27.39281012466857
0.02277777777777778,1.7555555555555555,300.0,bursting,bursting,64,60,9.142857142857142,8.571428571428571,0.2077335918132709,0.2069240063527762,0.7080524938923847,0.777891614086693,27.134714653528036,27.177547941473847
0.02277777777777778,1.7555555555555555,316.6666666666667,bursting,bursting,58,58,8.285714285714286,9.666666666666666,0.19954984988976365,0.1960663101014592,0.6742057293072808,0.6154158766630214,27.41984282688376,27.45253995336627
0.02277777777777778,1.7555555555555555,333.33333333333337,bursting,bursting,56,53,8.0,7.571428571428571,0.17922539981025684,0.18091568865317145,0.744033604169728,0.8075985266484964,27.047613795147146,27.047990969322758
0.02277777777777778,1.7555555555555555,350.0,bursting,bursting,54,53,7.714285714285714,7.571428571428571,0.17760639322176533,0.1714344497363596,0.75028416693409,0.6911553114980608,27.18010738089937,27.45617327502314
0.02277777777777778,1.8666666666666667,200.0,bursting,bursting,73,82,14.6,13.666666666666666,0.26993925529734397,0.27638382608781925,0.5383028273317134,0.6193186174466303,27.24193237547888,27.467044505492122
0.02277777777777778,1.8666666666666667,216.66666666666666,bursting,bursting,74,75,12.333333333333334,12.5,0.2553625405386633,0.2554197404008485,0.6397888745759712,0.5559099926888453,27.705468510087186,27.557006816205757
0.02277777777777778,1.8666666666666667,233.33333333333334,bursting,bursting,68,73,11.333333333333334,10.428571428571429,0.24158237512431904,0.24361384527052987,0.6333766672013411,0.7005894360342063,27.35743547131971,27.59072427190288
0.02277777777777778,1.8666666666666667,250.0,bursting,bursting,66,68,9.428571428571429,9.714285714285714,0.2243604452570761,0.2246789722745287,0.7805209017239115,0.7013042927495338,27.47385152039178,27.454935628974543
0.02277777777777778,1.8666666666666667,266.6666666666667,bursting,bursting,61,68,10.166666666666666,9.714285714285714,0.21258766146201652,0.2206573704337497,0.6379818239417608,0.704974825794892,27.365175096936976,27.23922931677345
0.02277777777777778,1.8666666666666667,283.33333333333337,bursting,bursting,60,58,6.666666666666667,7.25,0.1907300903210381,0.18585089682312553,0.8952363863983988,0.8800294199531544,27.310098546650636,27.01229357167757
0.02277777777777778,1.8666666666666667,300.0,bursting,bursting,57,60,9.5,10.0,0.20125619786713006,0.1923804510885283,0.6536160799189763,0.5768492386767212,27.37896757395678,27.31125769306646
0.02277777777777778,1.8666666666666667,316.6666666666667,bursting,bursting,54,54,6.0,6.0,0.17452473975530855,0.17498078755519295,0.8691380765962166,0.8690925196380117,27.023922458843202,26.966015290907933
0.02277777777777778,1.8666666666666667,333.33333333333337,bursting,bursting,52,55,7.428571428571429,7.857142857142857,0.17396210396684167,0.16982563816657437,0.7694744331003717,0.7005169481924777,26.949670685662042,27.270016896557433
0.02277777777777778,1.8666666666666667,350.0,bursting,bursting,51,51,7.285714285714286,7.285714285714286,0.16425398062381577,0.16623777641430978,0.7497287698990539,0.6815643739244835,27.054839594085816,27.074949657873606
0.02277777777777778,1.9777777777777779,200.0,bursting,bursting,77,73,12.833333333333334,12.166666666666666,0.24951927552018005,0.25619936548510214,0.5634496443534516,0.6526081247370019,27.56195217873033,27.658199056520083
0.02277777777777778,1.9777777777777779,216.66666666666666,bursting,bursting,68,72,11.333333333333334,12.0,0.24605161077067983,0.2347409380711803,0.6628222523656382,0.5783255171251731,27.47340075685833,27.445640184807598
0.02277777777777778,1.9777777777777779,233.33333333333334,bursting,bursting,66,67,8.25,8.375,0.2179254498374732,0.22221725274733625,0.8185874108980008,0.8883158364405102,27.402993302070975,27.216063706141803
0.02277777777777778,1.9777777777777779,250.0,bursting,bursting,65,62,9.285714285714286,8.857142857142858,0.21236756731923456,0.21559475426531916,0.7055275493075722,0.7809998611305692,27.313299971984986,27.334988089481698
0.02277777777777778,1.9777777777777779,266.6666666666667,bursting,bursting,60,61,8.571428571428571,10.166666666666666,0.20731860123057436,0.20516978460959612,0.6649451834695098,0.5976207421303308,27.515806820028295,27.185544031807755
0.02277777777777778,1.9777777777777779,283.33333333333337,bursting,bursting,58,56,8.285714285714286,9.333333333333334,0.19011041070539225,0.1857579255089278,0.6684315448365865,0.602949163976855,27.895382181061553,27.560378326163768
0.02277777777777778,1.9777777777777779,300.0,bursting,bursting,58,52,8.285714285714286,8.666666666666666,0.18133735361890227,0.18153617951110648,0.7115276603379321,0.6455647261206403,27.448946495154814,27.39950977938197
0.02277777777777778,1.9777777777777779,316.6666666666667,bursting,bursting,56,50,8.0,8.333333333333334,0.17338264717259574,0.1706365536454873,0.7016007910371987,0.6368600787082049,27.18785225861466,27.31717177367116
0.02277777777777778,1.9777777777777779,333.33333333333337,bursting,bursting,51,47,7.285714285714286,6.714285714285714,0.16555096846372266,0.16400605939004478,0.7258704562889333,0.6600291023720114,27.109287904952307,27.150745012870537
0.02277777777777778,1.9777777777777779,350.0,bursting,bursting,50,47,8.333333333333334,7.833333333333333,0.1571694685571675,0.1618688853855572,0.5764495808766448,0.6492030748669363,27.37787137541353,27.4917270632715
0.02277777777777778,2.088888888888889,200.0,bursting,bursting,70,73,10.0,10.428571428571429,0.2483949558691798,0.24173166938835636,0.8115944117390695,0.7281553181927763,27.203248215423077,27.086119929432073
0.02277777777777778,2.088888888888889,216.66666666666666,bursting,bursting,69,62,9.857142857142858,10.333333333333334,0.22913315196890727,0.23029724613887353,0.7444394608943208,0.6709740194122832,27.347645724457823,27.19522407107652
0.02277777777777778,2.088888888888889,233.33333333333334,bursting,bursting,59,66,8.428571428571429,8.25,0.205134856398725,0.2073761829804897,0.8084691498513665,0.8478864012478468,27.35752773300953,27.468590169752154
0.02277777777777778,2.088888888888889,250.0,bursting,bursting,58,60,8.285714285714286,7.5,0.19286122690454474,0.1949640394543375,0.7447989574960289,0.8000615642336123,27.579877184759827,27.59616998646729
0.02277777777777778,2.088888888888889,266.6666666666667,bursting,bursting,61,55,8.714285714285714,9.166666666666666,0.19226381724904618,0.18553660167757086,0.6904326896597136,0.6190520829399205,27.54453222294592,27.564094120544546
0.02277777777777778,2.088888888888889,283.33333333333337,bursting,bursting,51,53,7.285714285714286,7.571428571428571,0.1754630068448658,0.1705960939215302,0.7977838720263258,0.7246742815526258,27.412224694923864,27.539268651771064
0.02277777777777778,2.088888888888889,300.0,bursting,bursting,55,50,7.857142857142857,8.333333333333334,0.169992883306444,0.16686614808342257,0.6855888258752098,0.6168780546364432,27.719953427205553,27.578188797199083
0.02277777777777778,2.088888888888889,316.6666666666667,bursting,bursting,50,50,8.333333333333334,7.142857142857143,0.16497567936395247,0.16591978751895134,0.5980214419610907,0.6613802055004055,27.163463595886505,27.573989154712994
0.02277777777777778,2.088888888888889,333.33333333333337,bursting,bursting,50,45,6.25,6.428571428571429,0.1441636463694855,0.1444024704368154,0.7995579835584551,0.7693472141478658,27.34101191654834,27.132631112660928
0.02277777777777778,2.088888888888889,350.0,bursting,bursting,45,44,5.625,6.285714285714286,0.1411194178635046,0.14216641348248873,0.7740699677242883,0.741237445173236,27.28918962096027,26.896862451442974
0.02277777777777778,2.2,200.0,bursting,bursting,68,68,9.714285714285714,9.714285714285714,0.22628971986999194,0.23248357828995483,0.6876573319490515,0.7745336623586468,27.539419936075685,27.264532338504793
0.02277777777777778,2.2,216.66666666666666,bursting,bursting,67,60,9.571428571428571,10.0,0.21852391814782923,0.20840370182355256,0.7094127004362673,0.6293910129361604,27.424513310863787,27.485822768423333
0.02277777777777778,2.2,233.33333333333334,bursting,bursting,61,55,7.625,7.857142857142857,0.19783773486804015,0.19523432888028305,0.8589111742488459,0.809080913321856,27.265449640336527,27.36478679407867
0.02277777777777778,2.2,250.0,bursting,bursting,54,61,9.0,8.714285714285714,0.18522614965862144,0.20046059883896708,0.6265445312684224,0.699335822233993,27.36916149106698,27.078609060118264
0.02277777777777778,2.2,266.6666666666667,bursting,bursting,53,56,7.571428571428571,8.0,0.17547460003296514,0.1783248284702715,0.7505275415976828,0.6766916506151442,27.625827443673323,27.34099674015303
0.02277777777777778,2.2,283.33333333333337,bursting,bursting,48,54,6.857142857142857,6.75,0.15948691387791447,0.16405258562217176,0.7852821746088741,0.8254597330283403,27.397024162190252,27.300342688808968
0.02277777777777778,2.2,300.0,bursting,bursting,46,51,7.666666666666667,7.285714285714286,0.16449265679025774,0.16233379870479595,0.6626224747408027,0.7243146493911296,27.076154841918914,27.22143445445512
0.02277777777777778,2.2,316.6666666666667,bursting,bursting,47,45,5.875,5.625,0.1465874971600729,0.1430006892897703,0.842866151323112,0.7896001185073321,27.03524920981409,27.024504159212157
0.02277777777777778,2.2,333.33333333333337,bursting,bursting,41,46,5.857142857142857,5.75,0.1366817736199145,0.13838770113845883,0.7897000544825382,0.8159047924733188,26.602390134462244,27.083740290884872
0.02277777777777778,2.2,350.0,bursting,bursting,42,42,5.25,5.25,0.13328444887383387,0.1337198617309095,0.821379128104037,0.8211988790261868,26.744569093991714,26.688452438169037
0.025,1.2,200.0,tonic_spiking,tonic_spiking,215,28,215.0,28.0,,,,,23.28507871388266,24.89595340115889
0.025,1.2,216.66666666666666,tonic_spiking,tonic_spiking,20,198,20.0,198.0,,,,,26.85243749574079,21.549929762813836
0.025,1.2,233.33333333333334,tonic_spiking,tonic_spiking,180,20,180.0,20.0,,,,,19.72871937110803,26.705251391885625
0.025,1.2,250.0,bursting,bursting,100,103,25.0,25.75,0.35298851955551713,0.3694636906536435,0.4310433835914753,0.34158391724782905,27.2681896757317,27.003401322212838
0.025,1.2,266.6666666666667,bursting,bursting,89,103,22.25,25.75,0.3373368862270724,0.3528973840088974,0.46877224020859315,0.37182083141452155,27.32243383683944,26.866762306416984
0.025,1.2,283.33333333333337,bursting,bursting,91,98,22.75,19.6,0.3318716950814407,0.328662949934669,0.4028170697632114,0.48057575930533636,27.087711905484845,27.624094385898935
0.025,1.2,300.0,bursting,bursting,85,95,21.25,19.0,0.3266042743721045,0.31768672424346867,0.41347057818925337,0.48789985404006164,26.820736346283372,27.457128757137852
0.025,1.2,316.6666666666667,bursting,bursting,79,89,19.75,17.8,0.30360387968424707,0.3021663392364531,0.4256364126222845,0.5059509787890095,27.047071109170382,27.443667533675963
0.025,1.2,333.33333333333337,bursting,bursting,80,84,16.0,16.8,0.2899205965966517,0.29394413841515543,0.4410870975414661,0.5162714606179204,27.100559524610016,27.31622305940136
0.025,1.2,350.0,bursting,bursting,80,80,16.0,16.0,0.28031419548016845,0.280322778486713,0.44637724666154477,0.5186849713737248,27.228444148618163,27.42897275922154
0.025,1.3111111111111111,200.0,tonic_spiking,tonic_spiking,23,195,23.0,195.0,,,,,24.996606677976377,21.175093627497297
0.025,1.3111111111111111,216.66666666666666,tonic_spiking,tonic_spiking,18,176,18.0,176.0,,,,,26.87261103855025,19.327191184288257
0.025,1.3111111111111111,233.33333333333334,bursting,bursting,103,88,25.75,22.0,0.35279297126638404,0.32827164223220606,0.3718637663917103,0.4713855584719637,26.908840987438374,27.45054612314824
0.025,1.3111111111111111,250.0,bursting,bursting,97,91,19.4,22.75,0.3292209497570025,0.33530360437971346,0.4800253124591264,0.40168375061879225,27.60091839684608,26.901734499131443
0.025,1.3111111111111111,266.6666666666667,bursting,bursting,83,92,16.6,18.4,0.3180377824800621,0.32559839742162616,0.6087347243731474,0.5126383674389963,27.204405894064013,26.879732103610024
0.025,1.3111111111111111,283.33333333333337,bursting,bursting,89,83,17.8,16.6,0.29995308427330375,0.2914176800321906,0.45403167814259054,0.5384430316056195,27.384772256542117,27.651275360145917
