g_s,tau_s,regime_A,regime_B,spike_count_A,spike_count_B,mean_spikes_per_burst_A,mean_spikes_per_burst_B,duty_cycle_A,duty_cycle_B,interburst_freq_A,interburst_freq_B,intraburst_freq_A,intraburst_freq_B,V_trace_A,V_trace_B,time
0.44603995493713916,3.9825988112977626,bursting,bursting,85,90,12.0,12.5,0.2750869966621686,0.27089832112439105,0.7101768340316739,0.7009919035435141,28.68627551125525,28.29109229178913,[-52.       -52.       -52.       ... -53.552227 -53.551586 -53.55094 ],[-52.       -52.       -52.       ... -55.08063  -55.08048  -55.080326],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
0.44603995493713916,4.017990874528758,bursting,bursting,93,86,12.5,12.0,0.27267635217924036,0.2774305802144734,0.7001575354454751,0.7101768340316741,28.212406395964333,28.437967495029156,,,
0.44603995493713916,4.063196699330868,bursting,bursting,89,91,13.0,13.0,0.2979506397920252,0.29623176522838296,0.6752422431547318,0.68327013084623,27.65437707534413,27.749458061168784,,,
0.44603995493713916,4.095442762782422,bursting,bursting,89,92,13.0,13.0,0.29358617950754573,0.3001105125017267,0.6619009796134497,0.6907031357922365,27.60091374607191,27.563195529384057,,,
0.44603995493713916,4.158352993012739,bursting,bursting,90,90,13.0,13.0,0.3031630506019112,0.3041394779771615,0.689869269773378,0.6797172376291465,27.382864418627264,27.166043973641607,,,
0.44603995493713916,4.229732875369103,bursting,bursting,90,87,13.0,13.0,0.3002770644681715,0.3033176966483105,0.675766995539938,0.6798558705554423,27.159189288865075,27.038733022723704,,,
0.44603995493713916,4.316233184174,bursting,bursting,91,85,13.5,13.5,0.2878226424738053,0.32107202469058044,0.6388959877331972,0.6298617453468965,26.645473908260723,26.431921468428513,,,
0.44603995493713916,4.359310269546686,bursting,bursting,93,86,14.0,13.5,0.3217552613062113,0.32175491101276704,0.6396724876863047,0.6367601642841223,26.035926358821236,26.312973248441303,,,
0.44603995493713916,4.588149802396627,bursting,bursting,86,92,15.0,14.5,0.3384679064541879,0.3371237853324273,0.5913136031694408,0.5907197920666332,24.861173248990134,25.153717505406465,,,
0.44603995493713916,4.6747325124188706,bursting,bursting,87,95,15.0,15.0,0.33056555568458956,0.33784424045010364,0.5806526535826269,0.5922416345869114,24.85276777232409,24.691878935888138,,,
0.44603995493713916,4.709933922396952,bursting,bursting,88,95,15.0,15.0,0.34128829120442566,0.3359258935593813,0.5885295588970956,0.5825978036062804,24.52769810110835,24.575780968849283,,,
0.44603995493713916,4.82922406657648,bursting,bursting,90,93,15.0,15.0,0.3396800327571584,0.3502261359211669,0.5849492556520721,0.5990355527600564,24.285441899382143,24.096913790795686,,,
0.44603995493713916,4.831263854274557,bursting,bursting,88,91,15.5,15.5,0.35847500995053144,0.3582259497889357,0.5686018081537498,0.5554321261941791,24.14947428014375,23.9871214341791,,,
0.44603995493713916,4.83537928093241,bursting,bursting,91,89,16.0,16.0,0.348888888888889,0.3545573972104982,0.5486968449931411,0.5590183637532493,23.935339241939154,23.7980473085711,,,
0.44603995493713916,4.954625174264129,bursting,bursting,93,87,16.0,16.0,0.3579813827583351,0.34916999029858786,0.5524404054912577,0.538967338579282,23.493150166885417,23.543122390061264,,,
0.44603995493713916,5.019665555064,bursting,bursting,86,94,15.0,16.0,0.33083696574320554,0.3546107003044804,0.585086153936167,0.5437146585471946,23.271030753191887,23.32100924667254,,,
0.44603995493713916,5.343357938671881,bursting,bursting,86,95,18.0,18.0,0.3840240477011773,0.3814593738579607,0.4927807618390578,0.48727006943598494,22.057362618108563,21.986584189516613,,,
0.46890071919398574,3.5339400025595102,bursting,bursting,82,88,12.0,12.0,0.23686651778045012,0.23926591605550376,0.6871671534100671,0.6886340942740075,32.14205793122528,31.959341982230253,,,
0.46890071919398574,3.5705731851886764,bursting,bursting,82,87,12.0,12.0,0.24298302316878173,0.2381990327634357,0.6804341169666248,0.6811525100469996,31.531960895908878,31.783593598088927,,,
0.46890071919398574,3.8804511538385014,bursting,bursting,89,82,13.0,13.0,0.265597031926319,0.2596032347738187,0.6508933511244183,0.6317917614354308,29.573385611264985,29.57952308260813,,,
0.46890071919398574,3.9825988112977626,bursting,bursting,90,82,13.0,13.0,0.2676583493282148,0.26656005117543613,0.6397952655150351,0.6396929473852551,28.99134006274492,29.037788343799445,,,
0.46890071919398574,4.017990874528758,bursting,bursting,87,85,13.5,13.5,0.2831301612268973,0.28799701557496793,0.6049789769805499,0.6217552149718657,28.60847041330046,28.622392905690553,[-52.      -52.      -52.      ... -68.68779 -68.59624 -68.50516],[-52.       -52.       -52.       ... -55.594727 -55.594677 -55.594627],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
0.46890071919398574,4.063196699330868,bursting,bursting,87,85,14.0,14.0,0.28561580193627656,0.28074504257816024,0.5994664748373947,0.6018114524719406,28.02317592919624,28.159413002687636,,,
0.46890071919398574,4.095442762782422,bursting,bursting,83,87,14.0,14.0,0.2855903037557983,0.2806685872044172,0.5985335926978902,0.600168047053175,27.88595141574191,28.06619259807858,,,
0.46890071919398574,4.158352993012739,bursting,bursting,81,88,14.0,14.0,0.2870665331755712,0.28710116437320404,0.6067777069870453,0.604869197036141,27.745720913913942,27.692328912001056,,,
0.46890071919398574,4.229732875369103,bursting,bursting,82,88,14.0,14.0,0.2848861283643893,0.2817903163408028,0.5915409642117715,0.5951849537243701,27.4340173977126,27.606308662478646,,,
0.46890071919398574,4.316233184174,bursting,bursting,91,83,13.5,14.5,0.2766595674475808,0.3035090252707582,0.5999340072592015,0.5776173285198556,26.796013472329534,27.030530897856913,,,
0.46890071919398574,4.359310269546686,bursting,bursting,86,90,15.0,15.0,0.30864092291080614,0.2988380840926189,0.5682948313585089,0.5572738164897324,26.35528255569803,26.539926945530144,,,
0.46890071919398574,4.588149802396627,bursting,bursting,83,91,15.5,15.0,0.304604845170023,0.30754395281884994,0.5524709262175077,0.5590183637532491,25.36349739719655,25.687777260680576,,,
0.46890071919398574,4.6747325124188706,bursting,bursting,92,84,16.0,16.0,0.3238721004469036,0.3221896643580182,0.532028091083209,0.5327650506126799,25.00048310443386,25.030206808489382,,,
0.46890071919398574,4.709933922396952,bursting,bursting,91,84,16.0,16.0,0.32423935631693934,0.32331683037250786,0.5328502158043372,0.5295067644489158,24.93021924800038,24.87850755363197,,,
0.46890071919398574,4.82922406657648,bursting,bursting,92,84,16.0,16.0,0.32752751167761834,0.3262189463637089,0.5278019687013431,0.5302648673012168,24.49643460020834,24.540934388297117,,,
0.46890071919398574,4.831263854274557,bursting,bursting,89,86,17.0,16.5,0.3407961447718491,0.34029768190275056,0.5019828321871392,0.5028410519434805,24.101965946813984,24.325349987281403,,,
0.46890071919398574,4.83537928093241,bursting,bursting,86,87,16.5,16.5,0.31988884271764,0.3154720838124441,0.5194265530853938,0.51105148843746,24.354554460751356,24.375650233954754,,,
0.46890071919398574,4.954625174264129,bursting,bursting,83,89,17.0,17.0,0.3497010001031034,0.33494177601615,0.5155170636148056,0.4923804131071664,23.75827836762294,23.863898995438504,,,
0.46890071919398574,5.019665555064,bursting,bursting,82,90,17.0,17.0,0.34102653284308854,0.33958369600358096,0.4968697207592169,0.4973763398075155,23.63981856497218,23.65132156458873,,,
0.46890071919398574,5.343357938671881,bursting,bursting,90,84,19.0,19.0,0.3654854033319208,0.3678962210941908,0.44604027743705255,0.4512126339537506,22.296997943519138,22.267340261909144,,,
0.47104098838833064,3.5339400025595102,bursting,bursting,82,88,12.0,12.0,0.23981065747798547,0.23943661971830987,0.6961122132887821,0.6837139340899767,32.11552856627225,31.90641629628302,,,
0.47104098838833064,3.5705731851886764,bursting,bursting,82,88,12.0,12.0,0.2344281245750033,0.23847578543010028,0.6799945600435195,0.685965152970229,32.07732013942216,31.866370963222995,,,
0.47104098838833064,3.8804511538385014,bursting,bursting,88,82,13.0,13.0,0.26080241948457256,0.25760617276206,0.6434799395128856,0.6273132174894923,29.73401439853148,29.627212748587294,,,
0.47104098838833064,3.9825988112977626,bursting,bursting,89,83,13.0,13.0,0.26462918203790875,0.26606380946315983,0.6360513929525504,0.636820989619818,29.11396507293503,29.01264337211951,,,
0.47104098838833064,4.017990874528758,bursting,bursting,87,83,13.0,14.0,0.24890312249799826,0.2732883895131086,0.6405124099279422,0.5992509363295881,28.404050655231032,28.634542297098964,,,
0.47104098838833064,4.063196699330868,bursting,bursting,83,87,13.5,14.0,0.2568015320545947,0.28885471322598166,0.6079581724777335,0.6030999336590073,28.534849149217,27.92814318081037,[-52.       -52.       -52.       ... -90.092514 -89.89092  -89.69025 ],[-52.       -52.       -52.       ... -55.356678 -55.35979  -55.362583],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
0.47104098838833064,4.095442762782422,bursting,bursting,81,87,14.0,14.0,0.2801003344481604,0.27705088265835925,0.5972288580984232,0.5933837709538644,28.111281008069856,28.164710397800153,,,
0.47104098838833064,4.158352993012739,bursting,bursting,81,88,14.0,14.0,0.2776545443932052,0.2790718455856069,0.5837370848169984,0.595734540688669,27.844801829169185,27.954158377736373,,,
0.47104098838833064,4.229732875369103,bursting,bursting,89,82,14.0,14.0,0.28368245655796254,0.28419330855018593,0.5950964056177102,0.5947955390334572,27.555608201295147,27.50252090048144,,,
0.47104098838833064,4.316233184174,bursting,bursting,83,90,14.5,14.5,0.30654371038657,0.3148093582414993,0.5710043967338547,0.5893099180859213,26.88716675153538,26.796086377662817,,,
0.47104098838833064,4.359310269546686,bursting,bursting,86,88,15.0,15.0,0.30586316422010507,0.30316919121345925,0.5722951898589292,0.5589402492873513,26.479137761922825,26.422824033055935,,,
0.47104098838833064,4.588149802396627,bursting,bursting,89,81,15.5,15.0,0.32665995702200556,0.30433331479112175,0.5440252427712646,0.5562663403237471,25.540445682210937,25.770529823393098,,,
0.47104098838833064,4.6747325124188706,bursting,bursting,91,84,16.0,16.0,0.31251457744836364,0.3194879694056407,0.5183092751444788,0.5311520688373081,25.203429695350245,25.123345069920852,,,
0.47104098838833064,4.709933922396952,bursting,bursting,88,85,16.0,16.0,0.31735973597359707,0.3229774149082813,0.528052805280528,0.5301664722722933,25.12406426814913,24.915744050236558,,,
0.47104098838833064,4.82922406657648,bursting,bursting,86,88,16.0,16.0,0.3247594374537381,0.3264417845484224,0.5287088928835784,0.5307996496722314,24.61768075734963,24.56843743768622,,,
0.47104098838833064,4.831263854274557,bursting,bursting,84,88,17.0,17.0,0.33184045132874773,0.3330092003889594,0.4948780125699016,0.49866606826738474,24.28669632775442,24.25099088595068,,,
0.47104098838833064,4.83537928093241,bursting,bursting,83,88,17.0,17.0,0.33358420511276704,0.33176511158185135,0.501743558867063,0.49263510517759507,24.29365790470838,24.220973335640874,,,
0.47104098838833064,4.954625174264129,bursting,bursting,81,90,17.0,17.0,0.33672211177936046,0.3335850895358751,0.5032839276277712,0.48727006943598494,24.02153569950244,23.840936320220507,,,
0.47104098838833064,5.019665555064,bursting,bursting,84,91,18.0,17.5,0.3478946501282745,0.35658765026794764,0.47073222397439224,0.48278858687780624,23.403356708527813,23.540799411684425,,,
0.47104098838833064,5.343357938671881,bursting,bursting,92,81,19.0,19.0,0.3581393301940766,0.3582096156824571,0.4400827355542841,0.44250724605615416,22.406403460121975,22.4202981056531,,,
0.4782207595680393,3.5339400025595102,bursting,bursting,86,83,12.0,12.0,0.23385308267085186,0.23670768914332704,0.682384250571497,0.6856124232971103,32.351718527343216,32.17215098867121,,,
0.4782207595680393,3.5705731851886764,bursting,bursting,85,80,12.5,12.5,0.22211854044661802,0.24936362171741616,0.643542055473325,0.644433703882713,31.95423831469462,31.82149366964102,,,
0.4782207595680393,3.8804511538385014,bursting,bursting,84,84,13.0,13.0,0.25311541110902364,0.2526325627764971,0.6262132882459766,0.6230917814194031,29.935505448652265,29.879622542227597,,,
0.4782207595680393,3.9825988112977626,bursting,bursting,87,81,14.0,14.0,0.26599553885888705,0.2784544433276179,0.5869922517022776,0.5912611600543959,29.000808128475857,28.555907784308335,,,
0.4782207595680393,4.017990874528758,bursting,bursting,81,88,14.0,14.0,0.27123820931277143,0.27635064741777043,0.5988920497080401,0.5953266855186783,28.819080795796996,28.50746645893213,,,
0.4782207595680393,4.063196699330868,bursting,bursting,81,87,14.0,14.0,0.2712389380530971,0.27106259614246825,0.5899705014749261,0.5916459590580997,28.56297079766057,28.569187203235813,,,
0.4782207595680393,4.095442762782422,bursting,bursting,81,88,14.0,14.0,0.27094815644433956,0.274104359079946,0.5894662383212002,0.5882698982293074,28.48711626055856,28.262058566902812,[-52.       -52.       -52.       ... -54.90633  -54.906055 -54.905777],[-52.       -52.       -52.       ... -55.64393  -55.644127 -55.644325],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
0.4782207595680393,4.158352993012739,bursting,bursting,82,88,14.0,14.0,0.2739384335475541,0.27240352618366503,0.5869061243654076,0.5838052425710785,28.12763289384763,28.11638704668404,,,
0.4782207595680393,4.229732875369103,bursting,bursting,84,87,15.0,15.0,0.28662923798103135,0.28688479516084686,0.5450779461462989,0.5499037668408028,27.313110797224457,27.296207428209435,,,
0.4782207595680393,4.316233184174,bursting,bursting,86,83,15.0,15.0,0.2956794796310316,0.294068434702585,0.5607424229680095,0.5577400373685827,26.908030258253042,26.87838894374795,,,
0.4782207595680393,4.359310269546686,bursting,bursting,87,83,15.0,15.0,0.2975951628418304,0.29056800703142166,0.5496770647244744,0.5493298176225004,26.619046405109053,26.800326146670013,,,
0.4782207595680393,4.588149802396627,bursting,bursting,90,83,16.0,16.0,0.3111052975801178,0.3112391930835736,0.5232177894048397,0.5239717055279015,25.574263552244666,25.533364645926277,,,
0.4782207595680393,4.6747325124188706,bursting,bursting,88,84,16.0,16.0,0.3078517684393713,0.31003063184673696,0.5118493115626759,0.5191838429988059,25.31310754148414,25.336938324689626,,,
0.4782207595680393,4.709933922396952,bursting,bursting,85,85,16.5,16.0,0.3353852363893234,0.3089462398925314,0.5045663252434534,0.5166757084915652,24.927231122803686,25.26104424095538,,,
0.4782207595680393,4.82922406657648,bursting,bursting,80,88,17.0,17.0,0.3284193284193286,0.3282896514455551,0.4963641327277691,0.49126771634202065,24.46239673084719,24.35079651460198,,,
0.4782207595680393,4.831263854274557,bursting,bursting,81,88,17.0,17.0,0.32701257550252494,0.3297983310152993,0.49509852460639664,0.4967216371945161,24.48297810673262,24.37699215970476,,,
0.4782207595680393,4.83537928093241,bursting,bursting,80,89,17.0,17.0,0.32452645728950275,0.32905157905157895,0.4888182818037394,0.495000495000495,24.46512338798221,24.355771927334285,,,
0.4782207595680393,4.954625174264129,bursting,bursting,83,90,17.5,17.0,0.32306463712702355,0.32163995957846114,0.48399196573336895,0.48120879649679993,23.93829805075602,24.154030854904807,,,
0.4782207595680393,5.019665555064,bursting,bursting,84,88,18.0,18.0,0.33556293666246717,0.33231205414304016,0.4581376703699463,0.4572891896835559,23.627989464806234,23.69312842635496,,,
