tau_i,Vi_threshold,regime_A,regime_B,spike_count_A,spike_count_B,mean_spikes_per_burst_A,mean_spikes_per_burst_B,duty_cycle_A,duty_cycle_B,interburst_freq_A,interburst_freq_B,intraburst_freq_A,intraburst_freq_B,V_trace_A,V_trace_B,time
44.39297493308039,-18.91369146338961,bursting,bursting,83,76,16.0,15.5,0.2777388694347174,0.2587360973250873,0.5002501250625311,0.5090224224377083,27.382545389479557,27.567884787622116,,,
44.39297493308039,-18.73742354832292,bursting,bursting,82,79,16.0,16.0,0.28078892663387917,0.2868730634556764,0.5070222582771384,0.5038164093004509,27.3196747743276,27.07664228913388,,,
44.39297493308039,-18.64217287385621,bursting,bursting,83,78,16.0,15.5,0.28306400305382357,0.26194954778530777,0.5089706069474489,0.5153443788811872,27.26260897490785,27.49501192559875,,,
44.39297493308039,-18.513491657593114,bursting,bursting,83,79,16.0,15.5,0.28409723980754625,0.25828788839568806,0.5064573309698658,0.5072923272035512,27.199660888083653,27.559325360709455,,,
44.39297493308039,-18.25714244410362,bursting,bursting,83,78,16.0,15.5,0.27825742770205053,0.25629215745494843,0.49476783019568077,0.5033725963958523,27.29157242139689,27.58675741372945,,,
44.39297493308039,-18.063443290817037,bursting,bursting,83,80,15.5,15.5,0.2680374324502438,0.2634163995450316,0.5272176090681429,0.5170096163788648,27.396210441105634,27.484208414383133,,,
44.39297493308039,-17.01011737753121,bursting,bursting,81,82,15.5,15.5,0.2588433035373216,0.2648934515476748,0.5093335370667481,0.518483952921657,27.60193588716484,27.452629606044155,,,
44.41090652794522,-22.914311639711332,bursting,bursting,75,83,16.0,16.0,0.27452727452727455,0.2725860155382907,0.49500049500049487,0.4932790726353433,27.447845465008342,27.455487918280177,,,
44.41090652794522,-21.731662231386487,bursting,bursting,75,82,16.0,16.0,0.27110094000689017,0.2749252243270188,0.4921502042423348,0.4985044865403788,27.53621853683699,27.45199622132383,,,
44.41090652794522,-21.331019414577387,bursting,bursting,77,82,16.0,16.0,0.27426867437218133,0.27710571227788355,0.49289006087192233,0.501957634775625,27.42039310763398,27.39882663982751,,,
44.41090652794522,-21.277755696486683,bursting,bursting,78,82,16.0,16.0,0.2789572628148892,0.278138744502199,0.5013159543802481,0.4998000799680128,27.353769319775274,27.315105665438743,,,
44.41090652794522,-20.94074530858559,bursting,bursting,76,83,16.0,16.0,0.2784899210777659,0.27571924603174625,0.5026893882270144,0.49603174603174605,27.385676282375066,27.372385459109587,[-52.       -52.       -52.       ... -73.687004 -73.57494  -73.46344 ],[-52.       -52.       -52.       ... -55.5995   -55.599495 -55.59949 ],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
44.41090652794522,-20.639342432714603,bursting,bursting,78,82,16.0,16.0,0.2769995032290115,0.27760482048707014,0.49677098857426716,0.5021340697966357,27.369406981835102,27.371576925629025,,,
44.41090652794522,-20.55028450245337,bursting,bursting,77,82,16.0,16.0,0.28044030057048097,0.27268233607671566,0.5026262220100023,0.49430315612565195,27.29050992053344,27.483450666875708,,,
44.41090652794522,-19.864841861022217,bursting,bursting,78,82,16.0,16.0,0.27950871036470754,0.27696139476961407,0.5013159543802481,0.4981320049813202,27.325889698690567,27.349494267422916,,,
44.41090652794522,-19.766628381718544,bursting,bursting,79,82,16.0,16.0,0.28062007700631647,0.2795960915324909,0.5033092583738077,0.502373715807189,27.29660826775672,27.294832589496163,,,
44.41090652794522,-19.562622806541974,bursting,bursting,78,82,15.5,16.0,0.2595817480785437,0.2795274607257925,0.510686106784465,0.4995129748495215,27.592760609159363,27.267117563883797,,,
44.41090652794522,-19.552808902450636,bursting,bursting,79,82,15.5,16.0,0.25752355861789455,0.28163316582914544,0.506636943965954,0.5025125628140703,27.62384365175606,27.21307366646587,,,
44.41090652794522,-19.53567735386656,bursting,bursting,81,81,15.5,15.5,0.2575235586178943,0.2847511956853568,0.5066369439659539,0.5088022794342116,27.623843651756086,27.481618720550763,,,
44.41090652794522,-19.421761202620033,bursting,bursting,78,82,16.0,16.0,0.2812080706817547,0.2788456725234019,0.5063162957899799,0.5005756620113128,27.314587320790626,27.30525124297254,,,
44.41090652794522,-18.91369146338961,bursting,bursting,80,82,15.5,16.0,0.26077812828601465,0.28465071673733094,0.5129388833320508,0.5047445992327881,27.579775590934442,27.11935840367507,,,
44.41090652794522,-18.73742354832292,bursting,bursting,82,81,16.0,15.5,0.28045624701655675,0.26117797695262485,0.5024746878376002,0.5121638924455827,27.31108149047018,27.513557186330534,,,
44.41090652794522,-18.64217287385621,bursting,bursting,83,80,16.0,15.5,0.2851738059568852,0.2616752960475729,0.5078333291013889,0.51263648946532,27.153502808989117,27.47677724792253,,,
44.41090652794522,-18.513491657593114,bursting,bursting,82,80,16.0,16.0,0.277858942065491,0.2808133105458933,0.503778337531486,0.5026641198351262,27.425954588637254,27.21831870159233,,,
44.41090652794522,-18.25714244410362,bursting,bursting,82,80,16.0,15.5,0.2785592283733548,0.25392781316348184,0.5023610971566362,0.4995628824778319,27.35679614526759,27.64986548147538,,,
44.41090652794522,-18.063443290817037,bursting,bursting,83,77,16.0,15.5,0.2766895322057404,0.25738588896483633,0.4952824348084495,0.5063162957899799,27.351585309438615,27.60432638879363,,,
44.41090652794522,-17.01011737753121,bursting,bursting,81,81,15.5,15.0,0.2654272769879704,0.26964891811624986,0.520751965838671,0.5303351718285956,27.459913739135047,27.72760544268832,,,
44.6851439225174,-22.914311639711332,bursting,bursting,75,83,16.0,16.0,0.27349266702878855,0.2737312321627994,0.49380277517159643,0.4963394962154115,27.465312997853392,27.461551844383724,,,
44.6851439225174,-21.731662231386487,bursting,bursting,83,75,16.0,16.0,0.2720913562547889,0.273462223101266,0.4943520280791952,0.4944620253164558,27.53074745581122,27.447532891690223,,,
44.6851439225174,-21.331019414577387,bursting,bursting,76,83,16.0,16.0,0.27799795608066014,0.2759985069055616,0.49851691218624594,0.4976981460744057,27.35722899513618,27.37659911054412,,,
44.6851439225174,-21.277755696486683,bursting,bursting,77,82,16.0,16.0,0.27387870660110253,0.2765255634964266,0.4966969651815428,0.49977510120445784,27.481737143999982,27.39712936343267,,,
44.6851439225174,-20.94074530858559,bursting,bursting,76,83,16.0,16.0,0.2767452289600875,0.2766095114849562,0.4982809307887787,0.49772291765174326,27.395727842575457,27.356482082372434,,,
44.6851439225174,-20.639342432714603,bursting,bursting,75,83,16.0,16.0,0.2763550472401793,0.27254405584093194,0.49726504226752855,0.49155749993855513,27.399971676913005,27.42974631795739,[-52.       -52.       -52.       ... -53.138607 -53.137375 -53.136143],[-52.       -52.       -52.       ... -55.57792  -55.577774 -55.577625],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
44.6851439225174,-20.55028450245337,bursting,bursting,77,83,16.0,16.0,0.28026809786580004,0.2729844065128632,0.5039433567666995,0.49190811156475955,27.321292162918265,27.433192483998607,,,
44.6851439225174,-19.864841861022217,bursting,bursting,78,83,16.0,16.0,0.2818039039712811,0.2762363695074393,0.4985914790716226,0.4967833279515139,27.22203029380069,27.354214248818966,,,
44.6851439225174,-19.766628381718544,bursting,bursting,79,82,16.0,15.5,0.2806251724743482,0.281904471079217,0.5017435588670629,0.5089447031580018,27.28630470443856,27.580103593001162,,,
44.6851439225174,-19.562622806541974,bursting,bursting,76,83,16.0,16.0,0.2802200550137533,0.27903412231770436,0.5001250312578144,0.5025378159706517,27.280413068844915,27.305277640782684,,,
44.6851439225174,-19.552808902450636,bursting,bursting,77,83,16.0,16.0,0.28046480042254573,0.27720278325061753,0.5030307603309941,0.4987904331994912,27.316848434824603,27.32044076222476,,,
44.6851439225174,-19.53567735386656,bursting,bursting,77,83,16.0,16.0,0.28046480042254573,0.27720278325061753,0.5030307603309941,0.4987904331994912,27.316848434824603,27.32044076222476,,,
44.6851439225174,-19.421761202620033,bursting,bursting,77,83,16.0,16.0,0.2804789093744498,0.2772096967278534,0.503056065598511,0.498802873104549,27.316848434824593,27.32044076222476,,,
44.6851439225174,-18.91369146338961,bursting,bursting,78,83,16.0,16.0,0.2814200045545407,0.2819064430714917,0.5060600693302294,0.5043500189131257,27.29501506578415,27.2020717648271,,,
44.6851439225174,-18.73742354832292,bursting,bursting,79,82,16.0,16.0,0.28175473579262206,0.2797259169689642,0.4985044865403788,0.5038291011688836,27.222030293800685,27.28909165927264,,,
44.6851439225174,-18.64217287385621,bursting,bursting,77,83,16.0,16.0,0.27975923991444074,0.2737697672134369,0.4974381933044819,0.4911108928396032,27.266695645405086,27.371294009276248,,,
44.6851439225174,-18.513491657593114,bursting,bursting,79,82,16.0,16.0,0.2798678884501725,0.2762588488380819,0.4966599617571829,0.5002876654076094,27.25130015188699,27.397145618523556,,,
44.6851439225174,-18.25714244410362,bursting,bursting,83,80,15.5,15.5,0.26579833468194536,0.2582747863139473,0.5220432773876954,0.5072665939584549,27.47656737138274,27.574316054943388,,,
44.6851439225174,-18.063443290817037,bursting,bursting,81,81,15.5,15.5,0.2685461114480867,0.25699071269937407,0.5274400696220892,0.5047445992327881,27.36935024678347,27.586757413729476,,,
44.6851439225174,-17.01011737753121,bursting,bursting,80,82,15.5,16.0,0.2622141037845068,0.28208271824255043,0.5145488692788597,0.5004128405934896,27.521346542429722,27.18429077616836,,,
45.787885714675056,-22.914311639711332,bursting,bursting,75,82,16.0,16.0,0.272930429016969,0.2747436441206557,0.49114707399130664,0.4989895461690077,27.4472764759098,27.463937577879793,,,
45.787885714675056,-21.731662231386487,bursting,bursting,75,83,16.0,16.0,0.27298269827968663,0.27501370955680726,0.4929265046581554,0.498529338451568,27.467521502004093,27.432244111449588,,,
45.787885714675056,-21.331019414577387,bursting,bursting,83,75,15.0,16.0,0.2483202250117194,0.2736169362891952,0.520860461482369,0.4993009786299182,27.451623054269294,27.513802143694218,,,
45.787885714675056,-21.277755696486683,bursting,bursting,84,75,15.0,16.0,0.2561749799946652,0.2717027863777092,0.5334755934915977,0.4953560371517026,27.2324324921038,27.536583855715254,,,
45.787885714675056,-20.94074530858559,bursting,bursting,84,75,15.0,16.0,0.24953363042802362,0.2682129782058526,0.5181884133070785,0.49141256541929773,27.358961002665456,27.623300304398374,,,
45.787885714675056,-20.639342432714603,bursting,bursting,84,75,15.0,16.0,0.25257271868108794,0.2769379303335958,0.5250446287934474,0.5081429914377906,27.304500094993305,27.513156526223515,,,
45.787885714675056,-20.55028450245337,bursting,bursting,84,75,15.0,16.0,0.25316255534471854,0.2733426587400707,0.5270925574530886,0.4995753609431984,27.306607966569466,27.536433624170602,[-52.       -52.       -52.       ... -55.94167  -55.941555 -55.941444],[-52.       -52.       -52.       ... -54.245728 -54.2454   -54.245075],"[0.000000e+00 5.000000e-05 1.000000e-04 ... 9.999849e+00 9.999900e+00
 9.999949e+00]"
45.787885714675056,-19.864841861022217,bursting,bursting,83,75,14.5,16.0,0.2574111729452053,0.2795679660105961,0.5351027397260273,0.511888613037803,27.52791549975834,27.435171533470868,,,
45.787885714675056,-19.766628381718544,bursting,bursting,84,75,15.0,16.0,0.2503511053315995,0.2723839535814326,0.5201560468140441,0.5002000800320128,27.32708284132963,27.590593338738568,,,
45.787885714675056,-19.562622806541974,bursting,bursting,77,82,16.0,16.0,0.2773264857657835,0.2748629795715,0.4938149675316659,0.49825610363726963,27.309306325449832,27.42707188105803,,,
45.787885714675056,-19.552808902450636,bursting,bursting,77,82,16.0,16.0,0.2794956469528669,0.27481957292725884,0.5003502451716201,0.4960194439622033,27.30503274788432,27.386272002664928,,,
45.787885714675056,-19.53567735386656,bursting,bursting,75,82,16.0,16.0,0.2704350370659381,0.26992180797607673,0.48770971517752626,0.4902321249111453,27.477722723959964,27.528924726415124,,,
45.787885714675056,-19.421761202620033,bursting,bursting,78,81,16.0,15.5,0.2831707379199674,0.2555105939125845,0.5094373264729107,0.5026767537135243,27.271354410648073,27.616300551048624,,,
45.787885714675056,-18.91369146338961,bursting,bursting,80,81,16.0,16.0,0.2824333800841515,0.27546256268372815,0.5009016229212583,0.494058941231689,27.21558176871972,27.346518494196662,,,
45.787885714675056,-18.73742354832292,bursting,bursting,80,82,16.0,16.0,0.2862399756369912,0.2826453028524776,0.5075626839914729,0.5102821860488849,27.07160936616797,27.219672958060258,,,
45.787885714675056,-18.64217287385621,bursting,bursting,79,82,16.0,16.0,0.2782405450431411,0.2753173203507289,0.49730213591267375,0.4967833279515139,27.312151196203125,27.37887993695787,,,
45.787885714675056,-18.513491657593114,bursting,bursting,78,82,16.0,16.0,0.27890883562330737,0.278109627547435,0.5014542172299669,0.5019576347756248,27.32569390631857,27.345827733230553,,,
45.787885714675056,-18.25714244410362,bursting,bursting,80,81,15.5,15.5,0.259255487090696,0.2829538835566137,0.5092427560217957,0.5064958087471828,27.577891375021036,27.502619099847603,,,
45.787885714675056,-18.063443290817037,bursting,bursting,81,80,15.5,15.5,0.26610475617098117,0.2898042206966695,0.5235190953590032,0.5085176709890669,27.482027528380275,27.343721101798163,,,
